,drugbank_id,inchi_key,drug_groups,smiles,synonyms,molecule_type,structure_type,therapeutic_flag,molecule_chembl_id,max_phase,atc_classifications,chirality,prodrug,oral,parenteral,topical,black_box_warning,availability_type,withdrawn_year,withdrawn_reason,withdrawn_country,withdrawn_class,alogp,aromatic_rings,cx_logd,cx_logp,cx_most_apka,cx_most_bpka,full_mwt,hba,hba_lipinski,hbd,hbd_lipinski,heavy_atoms,molecular_species,mw_freebase,mw_monoisotopic,num_lipinski_ro5_violations,num_ro5_violations,psa,qed_weighted,ro3_pass,rtb,parent_chembl_id,parent_smiles,parent_inchi_key,action_type,direct_interaction,disease_efficacy,molecular_mechanism,target_chembl_id,chembl_tox,withdrawn
393,DB00526,ZROHGHOFXNOHSO-BNTLRKBRSA-L,approved; investigational,[H][N]1([H])[C@@H]2CCCC[C@H]2[N]([H])([H])[Pt]11OC(=O)C(=O)O1,Oxaliplatin,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
401,DB00534,BJFGVYCULWBXKF-UHFFFAOYSA-M,approved; withdrawn,COC(CNC(N)=O)C[Hg]Cl,Chlormerodrin,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,1
405,DB00538,HBEAOBRDTOXWRZ-UHFFFAOYSA-K,approved; investigational,[Gd+3].COCCNC(=O)CN(CCN(CCN(CC([O-])=O)CC(=O)NCCOC)CC([O-])=O)CC([O-])=O,Gadoversetamide,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
435,DB00569,KANJSNBRCNMZMV-ABRZTLGGSA-N,approved; investigational,CO[C@H]1O[C@H](COS(O)(=O)=O)[C@@H](O[C@@H]2O[C@H]([C@@H](O[C@H]3O[C@H](COS(O)(=O)=O)[C@@H](O[C@@H]4O[C@@H]([C@@H](O[C@H]5O[C@H](COS(O)(=O)=O)[C@@H](O)[C@H](O)[C@H]5NS(O)(=O)=O)[C@H](O)[C@H]4O)C(O)=O)[C@H](OS(O)(=O)=O)[C@H]3NS(O)(=O)=O)[C@H](O)[C@H]2OS(O)(=O)=O)C(O)=O)[C@H](O)[C@H]1NS(O)(=O)=O,Fondaparinux,Oligosaccharide,MOL,True,CHEMBL1201202,4,B01AX05,1,0,False,True,False,1,1,,,,,,,,,,,1508.27,,,,,,,1508.27,1506.9513,,,,,,,CHEMBL1201202,missing,missing,missing,missing,missing,missing,missing,toxic_vascular,0
462,DB00597,DPNNNPAKRZOSMO-UHFFFAOYSA-K,approved; investigational,[Gd+3].CC(O)CN1CCN(CC([O-])=O)CCN(CC([O-])=O)CCN(CC([O-])=O)CC1,Gadoteridol,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
467,DB00602,SPBDXSGPUHCETR-CVSKBELMSA-N,approved; investigational; vet_approved,CO[C@H]1C[C@@H](O[C@@H](C)[C@@H]1O)O[C@H]1[C@H](C)O[C@H](C[C@@H]1OC)O[C@H]1[C@@H](C)\C=C\C=C2/CO[C@@H]3[C@H](O)C(C)=C[C@@H](C(=O)O[C@H]4C[C@@H](C\C=C1/C)O[C@@]1(CC[C@H](C)[C@@H](C(C)C)O1)C4)[C@]23O.CC[C@@H](C)[C@H]1O[C@@]2(CC[C@@H]1C)O[C@@H]1C\C=C(C)\[C@@H](O[C@@H]3O[C@@H](C)[C@H](O[C@@H]4O[C@@H](C)[C@H](O)[C@@H](OC)C4)[C@@H](OC)C3)[C@@H](C)\C=C\C=C3/CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O[C@@H](C1)C2)[C@]34O,Ivermectin,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
489,DB00626,CLKOFPXJLQSYAH-ABRJDSQDSA-N,approved; vet_approved,CC[C@H](C)[C@H](N)C1=N[C@@H](CS1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CCC(O)=O)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@H]1CCCCNC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](CC(O)=O)NC(=O)[C@H](CC2=CNC=N2)NC(=O)[C@@H](CC2=CC=CC=C2)NC(=O)[C@@H](NC(=O)[C@@H](CCCN)NC1=O)[C@@H](C)CC,Bacitracin,Protein,BOTH,True,CHEMBL1200558,4,D06AX05+R02AB04+J01XX10,1,0,False,True,True,1,1,,,,,,,,,,,1422.72,,,,,,,1422.72,1421.7489,,,,,,,CHEMBL1200558,missing,missing,INHIBITOR,True,True,True,CHEMBL2364036,toxic_nephro,0
501,DB00638,JYJIGFIDKWBXDU-MNNPPOADSA-N,approved; investigational; nutraceutical,OC[C@H]1O[C@@](CO)(OC[C@@]2(OC[C@@]3(OC[C@@]4(OC[C@@]5(OC[C@@]6(OC[C@@]7(OC[C@@]8(OC[C@@]9(OC[C@@]%10(OC[C@@]%11(OC[C@@]%12(OC[C@@]%13(OC[C@@]%14(OC[C@@]%15(OC[C@@]%16(OC[C@@]%17(OC[C@@]%18(OC[C@@]%19(OC[C@@]%20(OC[C@@]%21(OC[C@@]%22(OC[C@@]%23(OC[C@@]%24(OC[C@@]%25(OC[C@@]%26(OC[C@@]%27(OC[C@@]%28(OC[C@@]%29(OC[C@@]%30(OC[C@@]%31(OC[C@@]%32(OC[C@@]%33(OC[C@@]%34(OC[C@@]%35(OC[C@@]%36(OC[C@@]%37(O[C@H]%38O[C@H](CO)[C@@H](O)[C@H](O)[C@H]%38O)O[C@H](CO)[C@@H](O)[C@@H]%37O)O[C@H](CO)[C@@H](O)[C@@H]%36O)O[C@H](CO)[C@@H](O)[C@@H]%35O)O[C@H](CO)[C@@H](O)[C@@H]%34O)O[C@H](CO)[C@@H](O)[C@@H]%33O)O[C@H](CO)[C@@H](O)[C@@H]%32O)O[C@H](CO)[C@@H](O)[C@@H]%31O)O[C@H](CO)[C@@H](O)[C@@H]%30O)O[C@H](CO)[C@@H](O)[C@@H]%29O)O[C@H](CO)[C@@H](O)[C@@H]%28O)O[C@H](CO)[C@@H](O)[C@@H]%27O)O[C@H](CO)[C@@H](O)[C@@H]%26O)O[C@H](CO)[C@@H](O)[C@@H]%25O)O[C@H](CO)[C@@H](O)[C@@H]%24O)O[C@H](CO)[C@@H](O)[C@@H]%23O)O[C@H](CO)[C@@H](O)[C@@H]%22O)O[C@H](CO)[C@@H](O)[C@@H]%21O)O[C@H](CO)[C@@H](O)[C@@H]%20O)O[C@H](CO)[C@@H](O)[C@@H]%19O)O[C@H](CO)[C@@H](O)[C@@H]%18O)O[C@H](CO)[C@@H](O)[C@@H]%17O)O[C@H](CO)[C@@H](O)[C@@H]%16O)O[C@H](CO)[C@@H](O)[C@@H]%15O)O[C@H](CO)[C@@H](O)[C@@H]%14O)O[C@H](CO)[C@@H](O)[C@@H]%13O)O[C@H](CO)[C@@H](O)[C@@H]%12O)O[C@H](CO)[C@@H](O)[C@@H]%11O)O[C@H](CO)[C@@H](O)[C@@H]%10O)O[C@H](CO)[C@@H](O)[C@@H]9O)O[C@H](CO)[C@@H](O)[C@@H]8O)O[C@H](CO)[C@@H](O)[C@@H]7O)O[C@H](CO)[C@@H](O)[C@@H]6O)O[C@H](CO)[C@@H](O)[C@@H]5O)O[C@H](CO)[C@@H](O)[C@@H]4O)O[C@H](CO)[C@@H](O)[C@@H]3O)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@@H](O)[C@@H]1O,Inulin,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
509,DB00646,VQOXZBDYSJBXMA-RKEBNKJGSA-N,approved; vet_approved,C[C@H]1O[C@H](OC2CC3O[C@@](O)(CC(O)C3C(O)=O)CC(O)C(O)CCC(O)CC(O)CC(O)CC(=O)O[C@@H](C)[C@H](C)[C@H](O)[C@@H](C)\C=C\C=C\CC\C=C\C=C\C=C\C=C\2)[C@@H](O)[C@@H](N)[C@@H]1O,Nystatin,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
516,DB00653,CSNNHWWHGAXBCP-UHFFFAOYSA-L,approved; investigational; vet_approved,[Mg++].[O-]S([O-])(=O)=O,Magnesium sulfate,Small molecule,MOL,True,CHEMBL2021423,4,,2,0,True,True,False,0,1,,,,,,,,,,,120.37,,,,,,,120.37,119.9368,,,,,,,CHEMBL2021423,missing,missing,,True,True,True,,Safe,0
529,DB00666,RWHUEXWOYVBUCI-ITQXDASVSA-N,approved,CC(C)C[C@H](NC(=O)[C@@H](CC1=CC2=C(C=CC=C2)C=C1)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CNC2=CC=CC=C12)NC(=O)[C@H](CC1=CNC=N1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N1CCC[C@H]1C(=O)NCC(N)=O,Nafarelin,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
587,DB00725,FUFVKLQESJNNAN-UHFFFAOYSA-M,approved,[Br-].C[N+]1(C)C2CCC1CC(C2)OC(=O)C(O)C1=CC=CC=C1,Homatropine methylbromide,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
593,DB00732,XXZSQOVSEBAPGS-UHFFFAOYSA-L,approved,[O-]S(=O)(=O)C1=CC=CC=C1.[O-]S(=O)(=O)C1=CC=CC=C1.COC1=CC2=C(C=C1OC)C(CC1=CC(OC)=C(OC)C=C1)[N+](C)(CCC(=O)OCCCCCOC(=O)CC[N+]1(C)CCC3=C(C=C(OC)C(OC)=C3)C1CC1=CC(OC)=C(OC)C=C1)CC2,Atracurium besylate,Small molecule,MOL,True,CHEMBL1200527,4,,0,0,False,True,False,0,1,,,,,8.07,4,-0.96,-0.96,,,1243.50,12,14,0,0,67,NEUTRAL,929.16,928.5074,3,3,126.44,0.04,N,24,CHEMBL1360,missing,missing,ANTAGONIST,True,True,True,CHEMBL2362997,Safe,0
604,DB00743,MXZROTBGJUUXID-UHFFFAOYSA-K,approved; investigational,[Gd+3].OC(=O)CN(CCN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O)C(COCC1=CC=CC=C1)C(O)=O,Gadobenic acid,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
622,DB00761,WCUXLLCKKVVCTQ-UHFFFAOYSA-M,approved; withdrawn,[Cl-].[K+],Potassium chloride,Small molecule,MOL,False,CHEMBL1200731,4,A12BA51+B05XA01+A12BA01,-1,0,True,True,False,1,1,,,United States,,,,,,,,74.55,,,,,,,74.55,73.9326,,,,,,,CHEMBL1200731,missing,missing,missing,missing,missing,missing,missing,Safe,1
630,DB00771,HOOSGZJRQIVJSZ-NNBUQUNQSA-N,approved,C[N@@+]12CC[C@@H](CC1)C(C2)OC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1,Clidinium,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
646,DB00789,IZOOGPBRAOKZFK-UHFFFAOYSA-K,approved,[Gd+3].OC(=O)CN(CCN(CCN(CC(O)=O)CC([O-])=O)CC([O-])=O)CC([O-])=O,Gadopentetic acid,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
660,DB00803,YKQOSKADJPQZHB-BRLOSWAASA-N,approved,CCC(C)CCCC(=O)N[C@@H](CCN)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CCN)C(=O)N[C@H]1CCNC(=O)C(NC(=O)[C@@H](CCN)NC(=O)[C@H](CCN)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CCN)NC1=O)[C@@H](C)O,Colistin,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
693,DB00838,YMTMADLUXIRMGX-RFPWEZLHSA-N,approved,[H][C@@]12C[C@@H](C)[C@H](C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(Cl)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C,Clocortolone,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
807,DB00958,OLESAACUTLOWQZ-UHFFFAOYSA-L,approved,[H][N]([H])([H])[Pt]1(OC(=O)C2(CCC2)C(=O)O1)[N]([H])([H])[H],Carboplatin,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
819,DB00970,RJURFGZVJUQBHK-IIXSONLDSA-N,approved; investigational,[H][C@@]12CCCN1C(=O)[C@H](NC(=O)[C@@H](NC(=O)C1=C3N=C4C(OC3=C(C)C=C1)=C(C)C(=O)C(N)=C4C(=O)N[C@H]1[C@@H](C)OC(=O)[C@H](C(C)C)N(C)C(=O)CN(C)C(=O)[C@]3([H])CCCN3C(=O)[C@H](NC1=O)C(C)C)[C@@H](C)OC(=O)[C@H](C(C)C)N(C)C(=O)CN(C)C2=O)C(C)C,Dactinomycin,Protein,MOL,True,CHEMBL1554,4,L01DA01,1,0,False,True,False,0,1,,,,,,,,,,,1255.44,,,,,,,1255.44,1254.6285,,,,,,,CHEMBL1554,missing,missing,INHIBITOR,True,True,True,CHEMBL2311221,toxic_carcinogenic+toxic_teratogen,0
820,DB00971,JNMWHTHYDQTDQZ-UHFFFAOYSA-N,approved,S=[Se]=S,Selenium Sulfide,Small molecule,MOL,True,CHEMBL1200680,4,D01AE13,2,0,False,False,True,0,1,,,,,,,,,,,143.09,,,,,,,143.09,143.8607,,,,,,,CHEMBL1200680,missing,missing,,True,True,True,,Safe,0
844,DB00995,AUJRCFUBUPVWSZ-XTZHGVARSA-M,approved; investigational,CCP(CC)(CC)=[Au]S[C@@H]1O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]1OC(C)=O,Auranofin,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
951,DB01111,BSSIRFLGSWHWDE-UHFFFAOYSA-I,approved; vet_approved,CCC(C)CCCCC(=O)NC(CCNCS([O-])(=O)=O)C(=O)NC(C(C)O)C(=O)NC(CCNCS([O-])(=O)=O)C(=O)NC1CCNC(=O)C(NC(=O)C(CCNCS([O-])(=O)=O)NC(=O)C(CCNCS([O-])(=O)=O)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CCNCS([O-])(=O)=O)NC1=O)C(C)O,Colistimethate,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
960,DB01120,BOVGTQGAOIONJV-BETUJISGSA-N,approved,[H][C@@]12CCC[C@]1([H])CN(C2)NC(=O)NS(=O)(=O)C1=CC=C(C)C=C1,Gliclazide,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
999,DB01160,IYGXEHDCSOYNKY-RZHHZEQLSA-N,approved; vet_approved,NC(CO)(CO)CO.CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)C[C@H](O)[C@@H]1C\C=C/CCCC(O)=O,Dinoprost tromethamine,Small molecule,MOL,True,CHEMBL1200896,4,,1,0,False,True,False,0,0,,,,,3.04,0,-0.31,2.61,4.36,,475.62,4,5,4,4,25,ACID,354.49,354.2406,0,0,97.99,0.32,N,12,CHEMBL815,missing,missing,AGONIST,True,True,True,CHEMBL1987,Safe,0
1002,DB01164,UXVMQQNJUSDDNG-UHFFFAOYSA-L,approved,[Cl-].[Cl-].[Ca++],Calcium chloride,Small molecule,MOL,False,CHEMBL1200668,4,A12AA07+G04BA03+B05XA07,-1,0,False,True,False,0,1,,,,,,,,,,,110.98,,,,,,,110.98,109.9003,,,,,,,CHEMBL1200668,missing,missing,missing,missing,missing,missing,missing,Safe,0
1025,DB01187,IWRUDYQZPTVTPA-UHFFFAOYSA-N,approved,CCOC(=O)CCCCCCCCC(C)C1=CC=CC=C1I,Iophendylate,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
1060,DB01223,FQPFAHBPWDRTLU-UHFFFAOYSA-N,approved,NCCN.CN1C2=C(NC=N2)C(=O)N(C)C1=O.CN1C2=C(NC=N2)C(=O)N(C)C1=O,Aminophylline,Small molecule,MOL,True,CHEMBL1370561,4,R03DA05+R03DA55,2,0,True,True,True,0,1,,,,,-1.04,2,-0.84,-0.81,8.44,2.44,420.43,5,6,1,1,13,NEUTRAL,180.17,180.0647,0,0,72.68,0.56,N,0,CHEMBL190,missing,missing,INHIBITOR+INHIBITOR+ANTAGONIST,True+True+True,True+True+True,True+True+True,CHEMBL2093863+CHEMBL2094125+CHEMBL2111329,Safe,0
1086,DB01249,NBQNWMBBSKPBAY-UHFFFAOYSA-N,approved,CC(=O)N(CC(O)CN(C(C)=O)C1=C(I)C(C(=O)NCC(O)CO)=C(I)C(C(=O)NCC(O)CO)=C1I)C1=C(I)C(C(=O)NCC(O)CO)=C(I)C(C(=O)NCC(O)CO)=C1I,Iodixanol,Unknown,MOL,False,CHEMBL1200507,4,V08AB09,0,0,False,True,False,1,1,,,,,,,,,,,1550.19,,,,,,,1550.19,1549.7133,,,,,,,CHEMBL1200507,missing,missing,missing,missing,missing,missing,missing,Safe,0
1106,DB01278,TZIRZGBAFTZREM-MKAGXXMWSA-N,approved; investigational,[H]N[C@@H](CCCCN)C(=O)N[C@H]1CSSC[C@H](NC(=O)[C@@]([H])(NC(=O)[C@H](C)NC(=O)[C@@]([H])(NC(=O)[C@H](CC(N)=O)NC1=O)[C@@H](C)O)[C@@H](C)O)C(=O)N[C@@H](C)C(=O)N[C@@]([H])([C@@H](C)O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC1=CN=CN1)C(=O)N[C@@H](CO)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)NCC(=O)N1CCC[C@H]1C(=O)N[C@@]([H])([C@@H](C)CC)C(=O)N[C@@H](CC(C)C)C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N[C@@]([H])([C@@H](C)O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](C(C)C)C(=O)NCC(=O)N[C@@H](CO)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@]([H])([C@@H](C)O)C(=O)N[C@@H](CC1=CC=C(O)C=C1)C(N)=O,Pramlintide,Protein,BOTH,True,CHEMBL2103758,4,A10BX05,1,0,False,True,False,1,1,,,,,,,,,,,3949.45,,,,,,,3949.45,3946.9207,,,,,,,CHEMBL2103758,missing,missing,missing,missing,missing,missing,missing,Safe,0
1108,DB01282,NSTRIRCPWQHTIA-DTRKZRJBSA-N,approved; investigational,[H][C@]1(NC(=O)[C@H](CC2=CC=C(OC)C=C2)NC(=O)CCCSC[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(N)=O)NC1=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(C)C)C(=O)NCC(N)=O)[C@@H](C)CC,Carbetocin,Protein,MOL,True,CHEMBL3301668,4,H01BB03,1,0,False,False,False,0,-1,,,,,-2.50,1,-3.58,-3.58,11.42,,988.18,13,23,10,13,69,NEUTRAL,988.18,987.4848,3,3,362.51,0.07,N,18,CHEMBL3301668,missing,missing,AGONIST,True,True,True,CHEMBL2049,Safe,0
1110,DB01284,ZOEFCCMDUURGSE-SQKVDDBVSA-N,approved,CSCC[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@@H](N)CO)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC1=CN=CN1)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C(C)C)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC1=CC=C(O)C=C1)C(=O)N1CCC[C@H]1C(O)=O,Tetracosactide,Protein,BOTH,True,CHEMBL2103784,4,H01AA02,1,0,False,True,False,0,1,,,,,,,,,,,2933.49,,,,,,,2933.49,2931.5806,,,,,,,CHEMBL2103784,missing,missing,AGONIST,True,True,True,CHEMBL1965,Safe,0
1113,DB01294,ZREIPSZUJIFJNP-UHFFFAOYSA-K,approved; vet_approved,O[Bi]1OC(=O)C2=CC=CC=C2O1,Bismuth subsalicylate,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
1119,DB01303,RLANKEDHRWMNRO-UHFFFAOYSA-M,approved,C[N+](C)(C)CCO.CN1C2=C([N-]C=N2)C(=O)N(C)C1=O,Oxtriphylline,Small molecule,MOL,True,CHEMBL1200434,4,R03DA02,2,0,True,False,False,0,1,,,,,-1.04,2,-0.84,-0.81,8.44,2.44,283.33,5,6,1,1,13,NEUTRAL,180.17,180.0647,0,0,72.68,0.56,N,0,CHEMBL190,missing,missing,INHIBITOR+INHIBITOR+ANTAGONIST,True+True+True,True+True+True,True+True+True,CHEMBL2093863+CHEMBL2094125+CHEMBL2111329,Safe,0
1122,DB01322,OMNGEVNATYFZGG-BQYQJAHWSA-N,approved; investigational; nutraceutical,COC1=CC(=O)OC(C1)\C=C\C1=CCCC=C1,Kava,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
1140,DB01345,NPYPAHLBTDXSSS-UHFFFAOYSA-N,approved; investigational,[K+],Potassium cation,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
1141,DB01346,YHRUERMOPBDCFD-UHFFFAOYSA-N,approved,CCC1(C(=O)NC(=O)NC1=O)C1=CC=CC=C1.COC1=CC2=C(C=CN=C2C=C1)C(O)C1CC2CCN1CC2C=C,Quinidine barbiturate,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
1153,DB01370,XAGFODPZIPBFFR-UHFFFAOYSA-N,approved; investigational,[Al],Aluminium,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
