,drugbank_id,inchi_key,drug_groups,smiles,synonyms,molecule_type,structure_type,therapeutic_flag,molecule_chembl_id,max_phase,atc_classifications,chirality,prodrug,oral,parenteral,topical,black_box_warning,availability_type,withdrawn_year,withdrawn_reason,withdrawn_country,withdrawn_class,alogp,aromatic_rings,cx_logd,cx_logp,cx_most_apka,cx_most_bpka,full_mwt,hba,hba_lipinski,hbd,hbd_lipinski,heavy_atoms,molecular_species,mw_freebase,mw_monoisotopic,num_lipinski_ro5_violations,num_ro5_violations,psa,qed_weighted,ro3_pass,rtb,parent_chembl_id,parent_smiles,parent_inchi_key,action_type,direct_interaction,disease_efficacy,molecular_mechanism,target_chembl_id,chembl_tox,withdrawn
2556,DB14489,MDXRFOWKIZPNTA-UHFFFAOYSA-L,approved,[Fe++].[O-]C(=O)CCC([O-])=O,Ferrous succinate,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
2557,DB14490,RFBYLSCVRUTUSB-ZZMNMWMASA-L,approved,[Fe++].[H][C@](O)(CO)[C@@]1([H])OC(=O)C(O)=C1O.[H][C@](O)(CO)[C@@]1([H])OC(=O)C([O-])=C1[O-],Ferrous ascorbate,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
2558,DB14491,PMVSDNDAUGGCCE-TYYBGVCCSA-L,approved,[Fe++].[H]\C(=C(\[H])C([O-])=O)C([O-])=O,Ferrous fumarate,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
2559,DB14496,TVXXNOYZHKPKGW-UHFFFAOYSA-N,approved; experimental,[Na+].[Na+].[O-][Mo]([O-])(=O)=O,Sodium molybdate,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
2561,DB14499,OTYBMLCTZGSZBG-UHFFFAOYSA-L,approved; investigational,[K+].[K+].[O-]S([O-])(=O)=O,Potassium sulfate,Small molecule,MOL,True,CHEMBL2021424,4,,-1,0,True,False,False,0,1,,,,,,,,,,,174.26,,,,,,,174.26,173.8791,,,,,,,CHEMBL2021424,missing,missing,,True,True,True,,Safe,0
2562,DB14500,NTTOTNSKUYCDAV-UHFFFAOYSA-N,approved; experimental,[KH],Potassium,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
2563,DB14501,YJYOLOWXCPIBSY-UHFFFAOYSA-L,approved,[Fe++].NCC([O-])=O.NCC([O-])=O.OS(O)(=O)=O,Ferrous glycine sulfate,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
2564,DB14502,BNIILDVGGAEEIG-UHFFFAOYSA-L,approved,[Na+].[Na+].OP([O-])([O-])=O,"Sodium phosphate, dibasic",Small molecule,MOL,True,CHEMBL1060,4,A06AD17+A06AG01+B05XA09,-1,0,True,True,False,0,1,,,,,,,,,,,141.96,,,,,,,141.96,141.9408,,,,,,,CHEMBL1060,missing,missing,missing,missing,missing,missing,missing,Safe,0
2567,DB14505,UQGFMSUEHSUPRD-UHFFFAOYSA-N,approved; experimental,[Na+].[Na+].[O-]B1OB2OB([O-])OB(O1)O2,Sodium borate,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
2568,DB14506,WMFOQBRAJBCJND-UHFFFAOYSA-M,approved; withdrawn,[Li+].[OH-],Lithium hydroxide,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,1
2575,DB14520,UISKQNNAQKPSDO-UHFFFAOYSA-E,approved,O.O.O.O.O.O.O.O.O.O.[Fe+3].[Fe+3].[Fe+3].[Fe+3].[O-]C(=O)CC([O-])(CC([O-])=O)C([O-])=O.[O-]C(=O)CC([O-])(CC([O-])=O)C([O-])=O.[O-]C(=O)CC([O-])(CC([O-])=O)C([O-])=O,Tetraferric tricitrate decahydrate,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
2576,DB14527,PHFQLYPOURZARY-UHFFFAOYSA-N,approved,[Cr+3].[O-][N+]([O-])=O.[O-][N+]([O-])=O.[O-][N+]([O-])=O,Chromic nitrate,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
2577,DB14528,ANPGUZATXCGJJH-OPDGVEILSA-K,approved,[Cr+3].OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C([O-])=O.OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C([O-])=O.OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C([O-])=O,Chromium gluconate,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
2578,DB14529,MSPQQAUTCRWLGR-UHFFFAOYSA-K,approved; experimental,[Cr+3].[O-]C(=O)C1=CN=CC=C1.[O-]C(=O)C1=CN=CC=C1.[O-]C(=O)C1=CN=CC=C1,Chromium nicotinate,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
2579,DB14530,RYPRIXSYXLDSOA-UHFFFAOYSA-L,approved,[Cr++].[O-]S([O-])(=O)=O,Chromous sulfate,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
2580,DB14533,JIAARYAFYJHUJI-UHFFFAOYSA-L,approved; investigational,[Cl-].[Cl-].[Zn++],Zinc chloride,Small molecule,MOL,False,CHEMBL1200679,4,B05XA12,-1,0,False,True,False,0,1,,,,,,,,,,,136.30,,,,,,,136.30,133.8668,,,,,,,CHEMBL1200679,missing,missing,missing,missing,missing,missing,missing,Safe,0
2589,DB14550,UPWPDUACHOATKO-MPZFSRPWSA-K,approved,[Cl-].[Cl-].[Cl-].[67Ga+3],Gallium chloride Ga-67,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
2594,DB14574,GUTLYIVDDKVIGB-UHFFFAOYSA-N,approved; experimental,[Co],Cobalt,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
2598,DB00873,YPZVAYHNBBHPTO-MXRBDKCISA-N,approved; experimental,[H][C@@]12CC[C@](O)(C(=O)OCCl)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,Loteprednol,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
2605,DB14642,BJFIDCADFRDPIO-DZCXQCEKSA-N,approved,[H]N([H])C(=O)C[C@]1([H])NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@H](CC2=CC=C(O)C=C2)NC(=O)[C@@H](N)CSSC[C@H](NC1=O)C(=O)N1CCC[C@H]1C(=O)NC([H])(CCCCN)C(=O)NCC(N)=O,Lypressin,Protein,BOTH,True,CHEMBL1200690,4,H01BA03,1,0,False,False,True,0,0,,,,,,,,,,,1056.24,,,,,,,1056.24,1055.4317,,,,,,,CHEMBL1200690,missing,missing,AGONIST,True,True,True,CHEMBL2363078,Safe,0
2619,DB14702,CMZUMMUJMWNLFH-UHFFFAOYSA-N,approved; experimental,[Na+].[O-][V](=O)=O,Sodium metavanadate,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
2623,DB00781,WQVJHHACXVLGBL-BPJDFBQWSA-N,approved; vet_approved,[H][C@]1(NC(=O)[C@H](CCN)NC(=O)[C@H](CCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC2=CC=CC=C2)NC(=O)[C@@H](CCN)NC(=O)[C@H](CCNC1=O)NC(=O)[C@H](CCN)NC(=O)[C@@H](NC(=O)[C@H](CCN)NC(=O)CCCCC(C)CC)[C@@H](C)O)[C@@H](C)O,Polymyxin B,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
2635,DB14914,GETAAWDSFUCLBS-SJPDSGJFSA-N,approved; investigational,[18F]C1=CC=C(C=N1)C1=CC=C2C(NC3=C2C=NC=C3)=C1,Flortaucipir F-18,Small molecule,MOL,False,CHEMBL3545253,4,,2,0,False,True,False,0,1,,,,,3.92,4,2.23,2.84,13.03,8.13,262.28,2,3,1,1,20,NEUTRAL,263.28,263.0859,0,0,41.57,0.53,N,1,CHEMBL3546271,missing,missing,missing,missing,missing,missing,missing,Safe,0
2648,DB15479,BLKLTTCUAPDQEG-UHFFFAOYSA-L,approved; experimental,O[Zr]Cl,Zirconium chloride hydroxide,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
2650,DB15494,PZBPHYLKIMOZPR-FIYGWYQWSA-K,approved,[68Ga+3].C[C@@H](O)[C@@H](CO)NC(=O)[C@@H]1CSSC[C@H](NC(=O)[C@@H](CC2=CC=CC=C2)NC(=O)CN2CCN(CC([O-])=O)CCN(CC([O-])=O)CCN(CC([O-])=O)CC2)C(=O)N[C@@H](CC2=CC=C(O)C=C2)C(=O)N[C@H](CC2=CNC3=C2C=CC=C3)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H]([C@@H](C)O)C(=O)N1,Edotreotide gallium Ga-68,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
2653,DB15575,MZRDSGWDVDESRC-VNWQTDIGSA-L,approved; experimental,[Pd++].[H][C@]1(C)\C2=C\C3=C(C(C)=O)C(C)=C([N-]3)\C=C3/N=C(/C(/CC(=O)OC)=C4\[N-]\C(=C/C(=N2)[C@]1([H])CC)C(C)=C4C(=O)NCCS(O)(=O)=O)[C@@]([H])(CCC(O)=O)[C@]3([H])C,Padeliporfin,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
2655,DB15594,RWVGQQGBQSJDQV-UHFFFAOYSA-M,approved,[Na+].CCOC1=CC=C(NC2=CC=C(C=C2)C(=C2\C=C/C(/C=C2C)=[N+](/CC)CC2=CC(=CC=C2)S([O-])(=O)=O)\C2=C(C)C=C(C=C2)N(CC)CC2=CC(=CC=C2)S([O-])(=O)=O)C=C1,Brilliant blue G,Small molecule,MOL,False,CHEMBL4173394,4,,2,0,False,False,True,0,1,,,,,9.31,5,5.86,5.64,-2.26,3.73,854.04,8,10,2,2,59,ACID,832.06,831.3012,2,2,139.08,0.08,N,15,CHEMBL4301898,missing,missing,missing,missing,missing,missing,missing,Safe,0
2656,DB15598,AHPWLYJHTFAWKI-UHFFFAOYSA-K,approved,[Fe+3].CC1=C([O-])C(=O)C=CO1.CC1=C([O-])C(=O)C=CO1.CC1=C([O-])C(=O)C=CO1,Ferric maltol,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
2657,DB15617,JTQTXQSGPZRXJF-DOJSGGEQSA-N,approved,[Fe+3].OC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO[C@H]1O[C@H](CO[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O,Ferric derisomaltose,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
2661,DB15690,KDLLNMRYZGUVMA-ZYMZXAKXSA-N,approved,[H][C@@]12C[C@@H]([18F])[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3,Fluoroestradiol F-18,Small molecule,MOL,False,CHEMBL4594261,4,,1,0,False,True,False,0,1,,,,,3.56,1,3.56,3.56,10.33,,289.38,2,2,2,2,21,NEUTRAL,290.38,290.1682,0,0,40.46,0.77,N,0,CHEMBL1627367,missing,missing,missing,missing,missing,missing,missing,Safe,0
2664,DB15793,ZNVKGUVDRSSWHV-UHFFFAOYSA-L,approved; experimental,[Zn++].OC1=CC=C(C=C1)S([O-])(=O)=O.OC1=CC=C(C=C1)S([O-])(=O)=O,Zinc phenolsulfonate,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
2665,DB15822,GBLBJPZSROAGMF-BATDWUPUSA-N,approved; investigational,CO[C@]1(CC[C@@H](CC1)C1=NC(NC2=NNC(C)=C2)=CC(C)=N1)C(=O)N[C@@H](C)C1=CC=C(N=C1)N1C=C(F)C=N1,Pralsetinib,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
2666,DB15873,IJRLLVFQGCCPPI-NVGRTJHCSA-L,approved,[64Cu++].C[C@@H](O)[C@H](NC(=O)[C@@H]1CSSC[C@H](NC(=O)[C@@H](CC2=CC=CC=C2)NC(=O)CN2CCN(CC(O)=O)CCN(CC([O-])=O)CCN(CC([O-])=O)CC2)C(=O)N[C@@H](CC2=CC=C(O)C=C2)C(=O)N[C@H](CC2=CNC3=C2C=CC=C3)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H]([C@@H](C)O)C(=O)N1)C(O)=O,Copper oxodotreotide Cu-64,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
2670,DB15934,CBEYZWBXIPZYNH-UHFFFAOYSA-J,approved; experimental,[Fe++].[Fe++].OCC(O)COP([O-])([O-])=O.OCCC(CCO)OP([O-])([O-])=O,Ferric glycerophosphate,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
2671,DB15950,AWMAOFAHBPCBHJ-YZUKSGEXSA-M,approved; experimental,[Na+].[H][C@]12CC[C@@](CS([O-])(=O)=O)(C(=O)C1)C2(C)C,Sodium camphorsulfonate,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
2672,DB15982,UXNXMBYCBRBRFD-MUUNZHRXSA-N,approved,NCC1=CC(=CC=C1)N1N=C(C=C1C(=O)NC1=CC(=CC=C1F)[C@H](NCC1CC1)C1=CC=CC(=C1)C#N)C(F)(F)F,Berotralstat,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
2673,DB16019,AEBYHKKMCWUMKX-LNTZDJBBSA-K,approved,[H+].[68Ga+3].OC(=O)CC[C@H](NC(=O)N[C@@H](CCCCNC(=O)CCCCCNC(=O)CCC1=CC=C([O-])C(CN(CCN(CC([O-])=O)CC2=CC(CCC(O)=O)=CC=C2[O-])CC([O-])=O)=C1)C(O)=O)C(O)=O,Gallium Ga-68 gozetotide,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
