,chembl_id,pubchem_cid,smiles,parent_smiles,chembl_tox,withdrawn
9738,CHEMBL607,4058,CCOC(=O)C1(c2ccccc2)CCN(C)CC1,CCOC(=O)C1(c2ccccc2)CCN(C)CC1,toxic_respiratory,0
1874,CHEMBL456,3278,C=C(CC)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl,C=C(CC)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl,Safe,0
2268,CHEMBL1740659,3002119,C/C(=C(/CCO)SSCC1CCCO1)N(C=O)Cc1cnc(C)nc1N,C/C(=C(/CCO)SSCC1CCCO1)N(C=O)Cc1cnc(C)nc1N,Safe,0
7496,CHEMBL1005,60815,CCC(=O)N(c1ccccc1)C1(C(=O)OC)CCN(CCC(=O)OC)CC1,CCC(=O)N(c1ccccc1)C1(C(=O)OC)CCN(CCC(=O)OC)CC1,Safe,0
5760,CHEMBL1201772,6918456,CC(=O)Oc1cc2c(s1)CCN(C(C(=O)C1CC1)c1ccccc1F)C2,CC(=O)Oc1cc2c(s1)CCN(C(C(=O)C1CC1)c1ccccc1F)C2,toxic_vascular,0
2915,CHEMBL1201239,3723,CC(=O)NCc1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I,CC(=O)NCc1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I,Safe,0
2073,CHEMBL1200559,612,CC(O)C(=O)O,CC(O)C(=O)O,Safe,0
5616,CHEMBL1087,4062,Cc1cccc(C)c1NC(=O)C1CCCCN1C,Cc1cccc(C)c1NC(=O)C1CCCCN1C,Safe,0
713,CHEMBL460,23897,CCc1c(C)[nH]c2c1C(=O)C(CN1CCOCC1)CC2,CCc1c(C)[nH]c2c1C(=O)C(CN1CCOCC1)CC2,Safe,0
6418,CHEMBL2105737,24775005,Cc1c(C(=O)Nc2ccc(N3C[C@H](C)O[C@H](C)C3)nc2)cccc1-c1ccc(OC(F)(F)F)cc1,Cc1c(C(=O)Nc2ccc(N3C[C@H](C)O[C@H](C)C3)nc2)cccc1-c1ccc(OC(F)(F)F)cc1,toxic_teratogen,0
3448,CHEMBL1201151,6291,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(OC)ccc4[C@H]3CC[C@@]21C,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(OC)ccc4[C@H]3CC[C@@]21C,Safe,0
1272,CHEMBL231068,6918248,O=c1[nH]c2ccccc2n1CCN1CCN(c2cccc(C(F)(F)F)c2)CC1,O=c1[nH]c2ccccc2n1CCN1CCN(c2cccc(C(F)(F)F)c2)CC1,Safe,0
9528,CHEMBL2105695,25181577,CCOC(=O)[C@@H](N)Cc1ccc(-c2cc(O[C@H](c3ccc(Cl)cc3-n3ccc(C)n3)C(F)(F)F)nc(N)n2)cc1,CCOC(=O)[C@@H](N)Cc1ccc(-c2cc(O[C@H](c3ccc(Cl)cc3-n3ccc(C)n3)C(F)(F)F)nc(N)n2)cc1,Safe,0
9451,CHEMBL163,392622,CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1,CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1,Safe,0
1623,CHEMBL2107797,16051930,C#CC1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,C#CC1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,Safe,0
5103,CHEMBL146095,3474,O=C(OCC(O)CO)c1ccccc1Nc1ccnc2cc(Cl)ccc12,O=C(OCC(O)CO)c1ccccc1Nc1ccnc2cc(Cl)ccc12,Safe,1
570,CHEMBL1623,4034,Cc1cccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)c1,Cc1cccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)c1,Safe,0
2111,CHEMBL17860,30668,CC(Oc1c(Cl)cccc1Cl)C1=NCCN1,CC(Oc1c(Cl)cccc1Cl)C1=NCCN1,Safe,0
10191,CHEMBL602,6058,NCCS,NCCS,Safe,0
842,CHEMBL1200747,62358,CC(O)C(=O)O.N,CC(O)C(=O)O.N,Safe,0
3855,CHEMBL648,6726,CN1CCN(C(c2ccccc2)c2ccccc2)CC1,CN1CCN(C(c2ccccc2)c2ccccc2)CC1,Safe,0
6109,CHEMBL1725,3736,COCC(=O)Nc1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)N(C)CC(O)CO)c1I,COCC(=O)Nc1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)N(C)CC(O)CO)c1I,Safe,0
9129,CHEMBL2111112,9930049,COc1ccc(CCO[C@@H]2CCCC[C@H]2N2CC[C@@H](O)C2)cc1OC,COc1ccc(CCO[C@@H]2CCCC[C@H]2N2CC[C@@H](O)C2)cc1OC,Safe,0
4904,CHEMBL1742423,185460,CCOCCn1c(C2CCN(CCc3ccc(C(C)(C)C(=O)O)cc3)CC2)nc2ccccc21,CCOCCn1c(C2CCN(CCc3ccc(C(C)(C)C(=O)O)cc3)CC2)nc2ccccc21,Safe,0
1742,CHEMBL3237547,25267009,O=C1N[C@H](O)CCN1[C@@H]1O[C@H](CO)[C@@H](O)C1(F)F,O=C1N[C@H](O)CCN1[C@@H]1O[C@H](CO)[C@@H](O)C1(F)F,Safe,0
8425,CHEMBL297302,16363,O=C(CCCN1CCC(n2c(O)nc3ccccc32)CC1)c1ccc(F)cc1,O=C(CCCN1CCC(n2c(O)nc3ccccc32)CC1)c1ccc(F)cc1,Safe,0
5443,CHEMBL296419,2247,COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,Safe,1
8407,CHEMBL977,16623,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)COC(=O)CCC(=O)O,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)COC(=O)CCC(=O)O,Safe,0
2867,CHEMBL2105745,10482134,O=C(CCCc1ccccc1)OCC(COC(=O)CCCc1ccccc1)OC(=O)CCCc1ccccc1,O=C(CCCc1ccccc1)OCC(COC(=O)CCCc1ccccc1)OC(=O)CCCc1ccccc1,Safe,0
7006,CHEMBL3707247,52938427,CC(C)Oc1ccc(-c2nc(-c3cccc4c3CC[C@@H]4NCCO)no2)cc1C#N,CC(C)Oc1ccc(-c2nc(-c3cccc4c3CC[C@@H]4NCCO)no2)cc1C#N,Safe,0
4017,CHEMBL1200438,5482,Clc1ccc(C(Cn2ccnc2)OCc2ccsc2Cl)c(Cl)c1,Clc1ccc(C(Cn2ccnc2)OCc2ccsc2Cl)c(Cl)c1,Safe,0
3350,CHEMBL6966,2520,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,Safe,0
7470,CHEMBL2443262,66553195,COc1ccsc1CNCC[C@@]1(c2ccccn2)CCOC2(CCCC2)C1,COc1ccsc1CNCC[C@@]1(c2ccccn2)CCOC2(CCCC2)C1,Safe,0
2524,CHEMBL290916,4021,CC1=NN(c2ccccc2)C(=O)C1,CC1=NN(c2ccccc2)C(=O)C1,Safe,0
2051,CHEMBL1201327,6806,CC(=O)Nc1c(I)cc(I)c(C(=O)O)c1I,CC(=O)Nc1c(I)cc(I)c(C(=O)O)c1I,Safe,0
2917,CHEMBL1200449,6216,CC(=O)OCC(=O)[C@@]1(O)[C@H](OC(C)=O)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,CC(=O)OCC(=O)[C@@]1(O)[C@H](OC(C)=O)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,Safe,0
5396,CHEMBL113,2519,Cn1c(=O)c2c(ncn2C)n(C)c1=O,Cn1c(=O)c2c(ncn2C)n(C)c1=O,Safe,0
6928,CHEMBL1200627,2365,O=C1CCO1,O=C1CCO1,Safe,0
3750,CHEMBL485253,6540428,CCC(CO)NC(=O)[C@@H]1C=C2c3cccc4c3c(cn4C)C[C@H]2N(C)C1,CCC(CO)NC(=O)[C@@H]1C=C2c3cccc4c3c(cn4C)C[C@H]2N(C)C1,Safe,0
3682,CHEMBL427216,3475,Cc1ccc(S(=O)(=O)NC(=O)NN2CC3CCCC3C2)cc1,Cc1ccc(S(=O)(=O)NC(=O)NN2CC3CCCC3C2)cc1,Safe,0
8452,CHEMBL1495,4642,CN1CCCN=C1COC(=O)C(O)(c1ccccc1)C1CCCCC1,CN1CCCN=C1COC(=O)C(O)(c1ccccc1)C1CCCCC1,Safe,0
4545,CHEMBL1276308,55245,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C,toxic_cardio+toxic_hema+infections,0
2251,CHEMBL363295,23480,CC(CC(c1ccccc1)c1ccccc1)NC(C)(C)C,CC(CC(c1ccccc1)c1ccccc1)NC(C)(C)C,Safe,1
276,CHEMBL666,3415,O=C(O)P(=O)(O)O,O=C(O)P(=O)(O)O,toxic_nephro+toxic_neuro,0
2582,CHEMBL1201131,5794,CCCCOCCOCCOCc1cc2c(cc1CCC)OCO2,CCCCOCCOCCOCc1cc2c(cc1CCC)OCO2,Safe,0
6961,CHEMBL1200709,688020,C/C=C/C(=O)N(CC)c1ccccc1C,C/C=C/C(=O)N(CC)c1ccccc1C,Safe,0
2014,CHEMBL1697841,22297,CNC(C)CCC=C(C)C,CNC(C)CCC=C(C)C,Safe,0
5689,CHEMBL83,2733526,CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,toxic_carcinogenic+toxic_neuro+toxic_respiratory+toxic_vascular,0
3245,CHEMBL517199,26618,Cc1cccc(C)c1NC(=O)c1cc(S(N)(=O)=O)c(Cl)cc1O,Cc1cccc(C)c1NC(=O)c1cc(S(N)(=O)=O)c(Cl)cc1O,Safe,0
281,CHEMBL606,5282381,CCCCC(C)(O)C/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)OC,CCCCC(C)(O)C/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)OC,toxic_teratogen,0
1527,CHEMBL558,4178,Cc1cccc(C)c1OCC(C)N,Cc1cccc(C)c1OCC(C)N,toxic_cardio+toxic_hepa,0
9100,CHEMBL1350,60937,O=P(O)(O)C(Sc1ccc(Cl)cc1)P(=O)(O)O,O=P(O)(O)C(Sc1ccc(Cl)cc1)P(=O)(O)O,Safe,0
2767,CHEMBL566534,68911,CO[C@H]1O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]([C@H]1C)[C@]42OO3,CO[C@H]1O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]([C@H]1C)[C@]42OO3,Safe,0
1472,CHEMBL4297585,69286,CCCCCCC(=O)OCC(COC(=O)CCCCCC)OC(=O)CCCCCC,CCCCCCC(=O)OCC(COC(=O)CCCCCC)OC(=O)CCCCCC,Safe,0
9275,CHEMBL16476,4930,CC(C)NCC(O)c1ccc2ccccc2c1,CC(C)NCC(O)c1ccc2ccccc2c1,Safe,1
3309,CHEMBL1195,6843,CCCOc1cc(N)ccc1C(=O)OCCN(CC)CC,CCCOc1cc(N)ccc1C(=O)OCCN(CC)CC,Safe,0
4781,CHEMBL453,5344,Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C,Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C,Safe,0
2951,CHEMBL1054,5560,NS(=O)(=O)c1cc2c(cc1Cl)NC(C(Cl)Cl)NS2(=O)=O,NS(=O)(=O)c1cc2c(cc1Cl)NC(C(Cl)Cl)NS2(=O)=O,Safe,0
8528,CHEMBL1200664,61248,CC(O)C(=O)[O-].[K+],CC(O)C(=O)[O-].[K+],Safe,0
9229,CHEMBL645,2405,CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1,CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1,Safe,0
9162,CHEMBL1316,2581,CC(C(=O)O)c1ccc2c(c1)[nH]c1ccc(Cl)cc12,CC(C(=O)O)c1ccc2c(c1)[nH]c1ccc(Cl)cc12,Safe,0
7263,CHEMBL4297364,6917866,CC[N+]1(C)[C@H]2CC(OC(=O)[C@H](CO)c3ccccc3)C[C@@H]1[C@H]1O[C@@H]21,CC[N+]1(C)[C@H]2CC(OC(=O)[C@H](CO)c3ccccc3)C[C@@H]1[C@H]1O[C@@H]21,Safe,0
9288,CHEMBL167731,134019,NCCNc1ccc(NCCN)c2c1C(=O)c1ccncc1C2=O,NCCNc1ccc(NCCN)c2c1C(=O)c1ccncc1C2=O,Safe,0
2153,CHEMBL3989866,90311989,O=C(NCc1c(F)cc(F)cc1F)c1cn2c(c(O)c1=O)C(=O)N1[C@H]3CC[C@H](C3)O[C@@H]1C2,O=C(NCc1c(F)cc(F)cc1F)c1cn2c(c(O)c1=O)C(=O)N1[C@H]3CC[C@H](C3)O[C@@H]1C2,Safe,0
8180,CHEMBL64195,10391,O=C(CCCl)NCc1ccccc1,O=C(CCCl)NCc1ccccc1,Safe,0
3833,CHEMBL58323,219078,COC[C@@H](NC(C)=O)C(=O)NCc1ccccc1,COC[C@@H](NC(C)=O)C(=O)NCc1ccccc1,Safe,0
8050,CHEMBL461101,missing,CC1=NN(c2ccc(C)c(C)c2)C(=O)/C1=N\Nc1cccc(-c2cccc(C(=O)O)c2)c1O,CC1=NN(c2ccc(C)c(C)c2)C(=O)/C1=N\Nc1cccc(-c2cccc(C(=O)O)c2)c1O,toxic_hepa,0
3619,CHEMBL185073,441289,CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H]([N+]3(C)CCCCC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1[N+]1(C)CCCCC1,CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H]([N+]3(C)CCCCC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1[N+]1(C)CCCCC1,Safe,0
3984,CHEMBL1618018,missing,CN1[C@H]2CC[C@@H]1C[C@H](OC(=O)C(O)c1ccccc1)C2,CN1[C@H]2CC[C@@H]1C[C@H](OC(=O)C(O)c1ccccc1)C2,Safe,0
8686,CHEMBL629,2160,CN(C)CCC=C1c2ccccc2CCc2ccccc21,CN(C)CCC=C1c2ccccc2CCc2ccccc21,toxic_psyche,0
3145,CHEMBL93645,71771,O=C(O)COC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl,O=C(O)COC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl,Safe,0
4807,CHEMBL1734,154059,O=C(O[C@H]1CN2CCC1CC2)N1CCc2ccccc2[C@@H]1c1ccccc1,O=C(O[C@H]1CN2CCC1CC2)N1CCc2ccccc2[C@@H]1c1ccccc1,Safe,0
9196,CHEMBL49080,2783,CC(C)(C)NCC(O)c1cc(Cl)c(N)c(Cl)c1,CC(C)(C)NCC(O)c1cc(Cl)c(N)c(Cl)c1,Safe,0
6053,CHEMBL404,123630,C[C@]1(Cn2ccnn2)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O,C[C@]1(Cn2ccnn2)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O,Safe,0
3866,CHEMBL1046,564,NCCCCCC(=O)O,NCCCCCC(=O)O,Safe,0
4106,CHEMBL1201273,4969,CC(Cc1ccc2c(c1)OCO2)NCC(O)c1ccc(O)c(O)c1,CC(Cc1ccc2c(c1)OCO2)NCC(O)c1ccc(O)c(O)c1,Safe,0
7478,CHEMBL1200848,169870,CCCCCC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,CCCCCC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,Safe,0
6042,CHEMBL1201206,50192,CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H](N3CC[N+](C)(C)CC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1N1CC[N+](C)(C)CC1,CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H](N3CC[N+](C)(C)CC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1N1CC[N+](C)(C)CC1,Safe,0
4500,CHEMBL95,1935,Nc1c2c(nc3ccccc13)CCCC2,Nc1c2c(nc3ccccc13)CCCC2,Safe,0
9416,CHEMBL677,164739,C[C@H](N)[C@H](O)c1ccc(O)c(O)c1,C[C@H](N)[C@H](O)c1ccc(O)c(O)c1,Safe,0
10556,CHEMBL1089641,missing,Cc1cc(-c2ccc(/N=N/c3c(S(=O)(=O)O)cc4cc(S(=O)(=O)O)cc(N)c4c3O)c(C)c2)ccc1/N=N/c1c(S(=O)(=O)O)cc2cc(S(=O)(=O)O)cc(N)c2c1O,Cc1cc(-c2ccc(/N=N/c3c(S(=O)(=O)O)cc4cc(S(=O)(=O)O)cc(N)c4c3O)c(C)c2)ccc1/N=N/c1c(S(=O)(=O)O)cc2cc(S(=O)(=O)O)cc(N)c2c1O,Safe,0
9875,CHEMBL742,3821,CNC1(c2ccccc2Cl)CCCCC1=O,CNC1(c2ccccc2Cl)CCCCC1=O,Safe,0
10438,CHEMBL809,68617,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,toxic_psyche,0
6435,CHEMBL972,26757,C#CCN(C)[C@H](C)Cc1ccccc1,C#CCN(C)[C@H](C)Cc1ccccc1,toxic_psyche,0
4367,CHEMBL252518,10221470,C[C@@H]1CC[C@H]2[C@@H](C)[C@@H](O)O[C@@H]3O[C@]4(C)CC[C@@H]1[C@@]23OO4,C[C@@H]1CC[C@H]2[C@@H](C)[C@@H](O)O[C@@H]3O[C@]4(C)CC[C@@H]1[C@@]23OO4,Safe,0
1713,CHEMBL684,3052,CCN(CC)C(=O)N1CCN(C)CC1,CCN(CC)C(=O)N1CCN(C)CC1,Safe,0
1246,CHEMBL1898387,71645,COc1ccc(C(=O)c2ccc(C)cc2)c(O)c1,COc1ccc(C(=O)c2ccc(C)cc2)c(O)c1,Safe,0
3885,CHEMBL1186579,5361918,C[N+]1(CC2CC2)CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,C[N+]1(CC2CC2)CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,Safe,0
4527,CHEMBL198362,9875401,O=C(NC[C@H]1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1)c1ccc(Cl)s1,O=C(NC[C@H]1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1)c1ccc(Cl)s1,toxic_vascular,0
10251,CHEMBL689,6251,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,Safe,0
9675,CHEMBL24924,68942,O=C1c2ccccc2C(=O)C1c1ccc(F)cc1,O=C1c2ccccc2C(=O)C1c1ccc(F)cc1,Safe,0
817,CHEMBL365795,5468,CC(C(=O)O)c1ccc(C(=O)c2ccccc2)s1,CC(C(=O)O)c1ccc(C(=O)c2ccccc2)s1,Safe,0
9641,CHEMBL277100,60021,CC1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)CCN1,CC1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)CCN1,Safe,1
4460,CHEMBL63857,4764,O=C1OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21,O=C1OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21,Safe,0
5227,CHEMBL3833362,6436086,CCCCCCCC/C=C\CCCCCCCC(=O)[O-].CCCCCCCC/C=C\CCCCCCCC(=O)[O-].[Zn+2],CCCCCCCC/C=C\CCCCCCCC(=O)[O-].CCCCCCCC/C=C\CCCCCCCC(=O)[O-].[Zn+2],Safe,0
5984,CHEMBL383675,missing,Oc1cccc(-c2c3nc(c(-c4cccc(O)c4)c4ccc([nH]4)c(-c4cccc(O)c4)c4ccc([nH]4)c(-c4cccc(O)c4)c4nc2CC4)C=C3)c1,Oc1cccc(-c2c3nc(c(-c4cccc(O)c4)c4ccc([nH]4)c(-c4cccc(O)c4)c4ccc([nH]4)c(-c4cccc(O)c4)c4nc2CC4)C=C3)c1,Safe,0
10560,CHEMBL261772,missing,C=C1c2c(Cl)ccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@H]12.O=C(O)c1cc(S(=O)(=O)O)ccc1O,C=C1c2c(Cl)ccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@H]12.O=C(O)c1cc(S(=O)(=O)O)ccc1O,Safe,0
2018,CHEMBL3547132,107730,N[C@@H](Cc1cc(O)c(O)cc1F)C(=O)O,N[C@@H](Cc1cc(O)c(O)cc1F)C(=O)O,Safe,0
2198,CHEMBL1231723,656641,CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,Safe,0
7077,CHEMBL600325,5284613,C[C@@H]1O[C@@H](O[C@@H]2C=C3CC[C@@H]4[C@H](CC[C@]5(C)[C@@H](c6ccc(=O)oc6)CC[C@]45O)[C@@]3(C)CC2)[C@H](O)[C@H](O)[C@H]1O,C[C@@H]1O[C@@H](O[C@@H]2C=C3CC[C@@H]4[C@H](CC[C@]5(C)[C@@H](c6ccc(=O)oc6)CC[C@]45O)[C@@]3(C)CC2)[C@H](O)[C@H](O)[C@H]1O,Safe,0
9285,CHEMBL1201075,3743,CC(=O)N(CC(O)CO)c1c(I)c(C(=O)NCCO)c(I)c(C(=O)NCC(O)CO)c1I,CC(=O)N(CC(O)CO)c1c(I)c(C(=O)NCCO)c(I)c(C(=O)NCC(O)CO)c1I,Safe,0
9400,CHEMBL444186,30623,CC(CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,CC(CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,Safe,0
7811,CHEMBL31,5379,COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,Safe,0
7870,CHEMBL325041,387447,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,Safe,0
3535,CHEMBL1303,59227,CCCN(CCc1cccs1)[C@H]1CCc2c(O)cccc2C1,CCCN(CCc1cccs1)[C@H]1CCc2c(O)cccc2C1,Safe,0
3338,CHEMBL1002,123600,CC(C)(C)NC[C@H](O)c1ccc(O)c(CO)c1,CC(C)(C)NC[C@H](O)c1ccc(O)c(CO)c1,Safe,0
1069,CHEMBL457299,174,OCCO,OCCO,Safe,0
7347,CHEMBL1673148,19666,C[N+](C)(CCOc1ccccc1)Cc1ccccc1.O=C([O-])c1cc2ccccc2cc1O,C[N+](C)(CCOc1ccccc1)Cc1ccccc1.O=C([O-])c1cc2ccccc2cc1O,Safe,0
7185,CHEMBL1590,7028,CN[C@@H](C)[C@@H](O)c1ccccc1,CN[C@@H](C)[C@@H](O)c1ccccc1,Safe,0
3268,CHEMBL15677,65394,O=C(O)Cc1ccccc1Oc1ccc(Cl)cc1Cl,O=C(O)Cc1ccccc1Oc1ccc(Cl)cc1Cl,Safe,1
5523,CHEMBL231779,10182969,COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(N4CCCCC4=O)cc2)CC3)cc1,COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(N4CCCCC4=O)cc2)CC3)cc1,toxic_vascular,0
7203,CHEMBL1200975,5282493,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@H]1C(=O)COC(=O)C(C)(C)C,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@H]1C(=O)COC(=O)C(C)(C)C,Safe,0
8159,CHEMBL1096882,30751,Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@@H]1O,Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@@H]1O,toxic_hema+toxic_neuro,0
1207,CHEMBL1208422,25474,O=C(O)c1c(Cl)c(Cl)c(Cl)c(Cl)c1-c1c2cc(I)c(=O)c(I)c-2oc2c(I)c(O)c(I)cc12,O=C(O)c1c(Cl)c(Cl)c(Cl)c(Cl)c1-c1c2cc(I)c(=O)c(I)c-2oc2c(I)c(O)c(I)cc12,Safe,0
6000,CHEMBL626,47641,CN(C/C=C/c1ccccc1)Cc1cccc2ccccc12,CN(C/C=C/c1ccccc1)Cc1cccc2ccccc12,Safe,0
8670,CHEMBL1201244,441290,C=CC[N+]1([C@H]2C[C@H]3[C@@H]4CC[C@H]5C[C@H](O)[C@@H](N6CCOCC6)C[C@]5(C)[C@H]4CC[C@]3(C)[C@H]2OC(C)=O)CCCC1,C=CC[N+]1([C@H]2C[C@H]3[C@@H]4CC[C@H]5C[C@H](O)[C@@H](N6CCOCC6)C[C@]5(C)[C@H]4CC[C@]3(C)[C@H]2OC(C)=O)CCCC1,Safe,0
5732,CHEMBL1241951,45138674,COc1cccc(N2CCN(C3=Nc4c(F)cccc4[C@H](CC(=O)O)N3c3cc(C(F)(F)F)ccc3OC)CC2)c1,COc1cccc(N2CCN(C3=Nc4c(F)cccc4[C@H](CC(=O)O)N3c3cc(C(F)(F)F)ccc3OC)CC2)c1,Safe,0
1257,CHEMBL1200733,42113,FC(F)OC(F)C(F)(F)F,FC(F)OC(F)C(F)(F)F,Safe,0
6408,CHEMBL1201146,5832,C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,Safe,0
