,Identifier,smiles,withdrawn
867,DB01059,C(=O)(C1C(=O)c2c(N(C=1)CC)cc(c(F)c2)N3CCNCC3)O,0
868,DB01060,C(=O)([C@@H](c1ccc(O)cc1)N)N[C@@H]2C(=O)N3[C@@H](C(=O)O)C(S[C@@H]32)(C)C,0
869,DB01061,C(=O)(N1C(=O)NCC1)N[C@@H](C(=O)N[C@@H]2C(=O)N3[C@@H](C(=O)O)C(S[C@@H]32)(C)C)c4ccccc4,0
870,DB01062,C(#CCOC(C(c1ccccc1)(O)C2CCCCC2)=O)CN(CC)CC,0
871,DB01063,C(=O)(c1cc2c(Sc3c(N2CCCN4CCN(CCO)CC4)cccc3)cc1)C,0
872,DB01064,c1(c(O)ccc(C(O)CNC(C)C)c1)O,0
873,DB01065,C(=O)(NCCc1c2c(ccc(OC)c2)[nH]c1)C,0
874,DB01066,C(/C(=N\OC)/c1nc(sc1)N)(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(/C=C\c4c(ncs4)C)CS[C@@H]32,0
875,DB01067,C(=O)(c1ncc(nc1)C)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2,0
876,DB01068,O=C1Nc2c(C(c3c(Cl)cccc3)=NC1)cc([N+](=O)[O-])cc2,0
877,DB01069,N(C(CN1c2c(Sc3c1cccc3)cccc2)C)(C)C,0
878,DB01070,C1(=C/C=C2/[C@H](CC[C@H](O)C/2)C)\[C@H]3[C@@]([C@@H]([C@@H](/C=C/[C@@H](C(C)C)C)C)CC3)(CCC\1)C,0
879,DB01072,C(=O)(OC)N[C@H](C(=O)NN(Cc1ccc(-c2ncccc2)cc1)C[C@@H]([C@@H](NC(=O)[C@H](C(C)(C)C)NC(=O)OC)Cc3ccccc3)O)C(C)(C)C,0
880,DB01073,Fc1nc2c(c(n1)N)ncn2[C@@H]3O[C@@H]([C@@H](O)[C@@H]3O)CO,0
881,DB01074,C(C1CCCCC1)(C2CCCCC2)CC3NCCCC3,0
882,DB01075,N(CCOC(c1ccccc1)c2ccccc2)(C)C,0
883,DB01076,C(=O)(c1c(c(-c2ccc(F)cc2)n(c1C(C)C)CC[C@@H](O)C[C@@H](O)CC(=O)O)-c3ccccc3)Nc4ccccc4,0
884,DB01077,C(P(=O)(O)O)(P(=O)(O)O)(O)C,0
885,DB01078,O=C1OCC(=C1)[C@@H]2[C@@]3([C@@](O)([C@H]4[C@@H]([C@@]5([C@@H](C[C@@H](O[C@@H]6O[C@@H]([C@@H](O[C@@H]7O[C@@H]([C@@H](O[C@@H]8O[C@@H]([C@@H](O[C@@H]9O[C@@H]([C@@H](O)[C@H](O)[C@H]9O)CO)[C@@H](O)C8)C)[C@@H](O)C7)C)[C@@H](O)C6)C)CC5)CC4)C)C[C@H]3O)CC2)C,0
886,DB01079,C(=N)(N/N=C/c1c2c(ccc(OC)c2)[nH]c1)NCCCCC,1
887,DB01080,C(=O)(O)CCC(C=C)N,0
888,DB01081,C(C(c1ccccc1)(c2ccccc2)CCN3CCC(C(=O)OCC)(c4ccccc4)CC3)#N,0
889,DB01082,C(=N)(N[C@@H]1[C@@H](O[C@@H]2O[C@H]([C@@](C=O)(O)[C@H]2O[C@@H]3O[C@H]([C@H](O)[C@@H](O)[C@@H]3NC)CO)C)[C@H](O)[C@@H](O)[C@H](NC(=N)N)[C@H]1O)N,0
890,DB01083,C(=O)(O[C@H](C[C@@H]1OC(=O)[C@H]1CCCCCC)CCCCCCCCCCC)[C@@H](NC=O)CC(C)C,0
891,DB01084,O(CCn1c(nc2c1cccc2)N3CCN(CCC3)C)CC,0
892,DB01085,O=C1OC[C@@H]([C@@H]1CC)Cc2n(cnc2)C,0
893,DB01086,C(=O)(OCC)c1ccc(cc1)N,0
894,DB01087,O(c1cc(c2c(c1)cccn2)NC(CCCN)C)C,0
895,DB01088,C(#CC)CC([C@@H](/C=C/[C@H]1[C@H](O)C[C@H]2[C@@H]1C/C(=C/CCCC(=O)O)/C2)O)C,0
896,DB01089,C(=O)(O[C@H]1[C@H](OC)[C@@H](C(=O)OC)[C@@H]2[C@@H](CN3[C@@H](c4c(c5c(cccc5)[nH]4)CC3)C2)C1)c6cc(OC)c(OC)c(OC)c6,0
897,DB01090,[N+]1(CCCCC[N+]2(CCCC2)C)(CCCC1)C,0
898,DB01091,C(c1ccc(cc1)CN(Cc2c3c(ccc2)cccc3)C)(C)(C)C,0
899,DB01092,O=C1OCC(=C1)[C@@H]2[C@@]3([C@@](O)([C@H]4[C@@H]([C@@]5([C@@](O)(C[C@@H](O[C@@H]6O[C@H]([C@H](O)[C@@H](O)[C@H]6O)C)C[C@H]5O)CC4)CO)[C@H](O)C3)CC2)C,0
900,DB01093,O=S(C)C,0
901,DB01095,C(=O)(O)C[C@@H](O)C[C@H](/C=C/c1c(c2c(n1C(C)C)cccc2)-c3ccc(F)cc3)O,0
902,DB01096,O=[N+](c1c(cc2c(c1)NC(CNC(C)C)CC2)CO)[O-],0
903,DB01097,C(=O)(c1c(onc1)C)Nc2ccc(C(F)(F)F)cc2,0
904,DB01098,C(=O)(O)C[C@H](O)C[C@@H](/C=C/c1c(-c2ccc(F)cc2)nc(N(S(=O)(=O)C)C)nc1C(C)C)O,0
905,DB01099,O=C1N=C(C(F)=CN1)N,0
906,DB01100,O=C1N(c2c(cccc2)N1)C3CCN(CCCC(c4ccc(F)cc4)c5ccc(F)cc5)CC3,0
907,DB01101,C(=O)(OCCCCC)NC1C(F)=CN(C(=O)N=1)[C@@H]2O[C@@H]([C@@H](O)[C@H]2O)C,0
908,DB01102,c1(c(O)ccc([C@@H](O)CNCCCCc2ccc(O)cc2)c1)O,0
909,DB01104,Clc1c(Cl)ccc(c1)[C@H]2c3c(cccc3)[C@@H](NC)CC2,0
910,DB01105,N(C(C1(c2ccc(Cl)cc2)CCC1)CC(C)C)(C)C,1
911,DB01106,C(#N)C1(c2ccc(F)cc2)CCC(N3C[C@H]([C@@](C(=O)O)(c4ccccc4)CC3)C)CC1,0
912,DB01107,O=C1C(C(=O)NCC1C)(CC)CC,1
913,DB01108,C(#N)C1=C(O)[C@@H]2[C@]3([C@@]([C@@H]4[C@H]([C@H]5[C@@]([C@@H](O)CC5)(CC4)C)CC3)(C1)C)O2,1
914,DB01110,O(C(c1c(Cl)cc(Cl)cc1)Cn2cncc2)Cc3c(Cl)cc(Cl)cc3,0
915,DB01111,C(=O)(C(C(O)C)NC(=O)C(NC(=O)CCCCC(CC)C)CCNCS(=O)(=O)[O-])NC(C(=O)NC1C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCC1)C(O)C)CCNCS(=O)(=O)[O-])CCNCS(=O)(=O)[O-])CC(C)C)CC(C)C)CCNCS(=O)(=O)[O-])CCNCS(=O)(=O)[O-],0
916,DB01112,C(/C(=N\OC)/c1occc1)(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(COC(=O)N)CS[C@@H]32,0
917,DB01113,O(c1c(OC)cc2c(c(ncc2)Cc3cc(OC)c(OC)cc3)c1)C,0
918,DB01114,N(CCC(c1ncccc1)c2ccc(Cl)cc2)(C)C,0
919,DB01115,C(=O)(OC)C1=C(NC(=C(C(=O)OC)C1c2c([N+](=O)[O-])cccc2)C)C,0
920,DB01116,O=C1N(C2C(N1Cc3ccccc3)C[S+]4C2CCC4)Cc5ccccc5,0
921,DB01117,O=C1C(=C(C(=O)c2c1cccc2)C3CCC(c4ccc(Cl)cc4)CC3)O,0
922,DB01118,C(=O)(c1c2c(oc1CCCC)cccc2)c3cc(I)c(OCCN(CC)CC)c(I)c3,0
923,DB01119,O=S1(=O)c2c(ccc(Cl)c2)NC(=N1)C,0
924,DB01120,C(=O)(NS(=O)(=O)c1ccc(cc1)C)NN2C[C@H]3[C@@H](C2)CCC3,0
925,DB01121,C(=O)(NC(=O)N)Cc1ccccc1,0
926,DB01122,C(C(=O)NCC[N+](Cc1c(Cl)cccc1)(CC)CC)(=O)NCC[N+](Cc2c(Cl)cccc2)(CC)CC,0
927,DB01123,c12c(cc3c(n1)cc(cc3)N)ccc(c2)N,0
928,DB01124,C(=O)(NS(=O)(=O)c1ccc(cc1)C)NCCCC,0
929,DB01125,O=C1c2c(C(=O)C1c3ccc(OC)cc3)cccc2,0
930,DB01126,C(=O)(Nc1c(C(F)(F)F)ccc(C(F)(F)F)c1)[C@@H]2[C@@]3([C@H]([C@H]4[C@@H]([C@]5(C=CC(=O)N[C@@H]5CC4)C)CC3)CC2)C,0
931,DB01127,O(C(c1c(Cl)cc(Cl)cc1)Cn2cncc2)Cc3ccc(Cl)cc3,0
932,DB01128,C(#N)c1c(C(F)(F)F)cc(NC(C(O)(CS(=O)(=O)c2ccc(F)cc2)C)=O)cc1,0
933,DB01129,O=S(c1nc2c(cccc2)[nH]1)Cc3c(c(OCCCOC)ccn3)C,0
934,DB01130,C(=O)(O[C@@]1(C(=O)COC(=O)CC)[C@@]2([C@H]([C@H]3[C@@H]([C@@]4(C(=CC(=O)C=C4)CC3)C)[C@@H](O)C2)CC1)C)OCC,0
935,DB01131,C(=N)(NC(=N)NC(C)C)Nc1ccc(Cl)cc1,0
936,DB01132,O=C1SC(C(=O)N1)Cc2ccc(OCCc3ncc(cc3)CC)cc2,0
937,DB01133,O=P(C(P(=O)(O)O)Sc1ccc(Cl)cc1)(O)O,0
938,DB01135,C(=O)(OCCC[N+]1(C(c2c(OC)c(OC)c(OC)cc2CC1)Cc3cc(OC)c(OC)c(OC)c3)C)CCC(=O)OCCC[N+]4(C(c5c(OC)c(OC)c(OC)cc5CC4)Cc6cc(OC)c(OC)c(OC)c6)C,0
939,DB01136,O(c1c2c3c(cccc3)[nH]c2ccc1)CC(O)CNCCOc4c(OC)cccc4,0
940,DB01138,O=S(c1ccccc1)CCC2C(=O)N(c3ccccc3)N(C2=O)c4ccccc4,0
941,DB01139,C(=O)(OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)CSc3ccncc3)[C@H]2SC1)C,0
942,DB01140,C(=O)(C1=C(CS[C@H]2N1C(=O)[C@H]2NC(=O)[C@@H](c3ccc(O)cc3)N)C)O,1
943,DB01141,C(=O)(c1ccc(-c2noc(-c3ccc(OCCCCC)cc3)c2)cc1)N[C@@H]4C(=O)N[C@H](C(=O)N5[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N6[C@H](C(=O)N[C@H](O)[C@H](O)C4)[C@@H](O)[C@H](C6)C)[C@H](O)CC(=O)N)[C@@H]([C@H](c7cc(OS(=O)(=O)O)c(O)cc7)O)O)C[C@@H](O)C5)[C@H](O)C,0
944,DB01142,N(CCC=C1c2c(OCc3c1cccc3)cccc2)(C)C,0
945,DB01143,O=P(SCCNCCCN)(O)O,0
946,DB01144,O=S(=O)(c1c(Cl)c(Cl)cc(S(=O)(=O)N)c1)N,0
947,DB01145,O=S(O)CNc1ccc(S(=O)(=O)c2ccc(NCS(=O)O)cc2)cc1,0
948,DB01146,O(C(c1ccccc1)c2ccccc2)C3CCN(CC3)C,0
949,DB01147,C(=O)(c1c(-c2c(Cl)cccc2)noc1C)N[C@@H]3C(=O)N4[C@@H](C(=O)O)C(S[C@@H]43)(C)C,0
950,DB01148,C(=O)(OCCN1CCCCC1)c2c3c(C(=O)C(=C(c4ccccc4)O3)C)ccc2,0
951,DB01149,O=C1N(C(=NN1CCCN2CCN(c3cc(Cl)ccc3)CC2)CC)CCOc4ccccc4,1
952,DB01150,C(=O)(C1=C(C=CC)CS[C@H]2N1C(=O)[C@H]2NC(=O)[C@@H](c3ccc(O)cc3)N)O,0
953,DB01151,c12c(cccc1)CCc3c(N2CCCNC)cccc3,0
954,DB01152,C(=O)(c1ccc(cc1)N)CC(C(CC(C2OC(=O)CC(=O)CCCC(=O)CC(O)CC(O)CC(O)CC(=O)CC(O)C(C(=O)O)C(O)CC(OC3O[C@@H]([C@@H](O)[C@@H]([C@@H]3O)N)C)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/C2C)C)C)O,1
955,DB01153,O(C(c1c(Cl)cc(Cl)cc1)Cn2cncc2)Cc3c4c(c(Cl)ccc4)sc3,0
956,DB01154,O=C1C(C(=O)NC(=S)N1)(C(CCC)C)CC=C,0
957,DB01155,C(=O)(C1C(=O)c2c(nc(c(F)c2)N3C/C(=N\OC)/C(CN)C3)N(C=1)C4CC4)O,0
958,DB01156,C(=O)(c1cc(Cl)ccc1)C(NC(C)(C)C)C,0
959,DB01157,O(c1c(OC)cc(NCc2c(c3c(nc(nc3N)N)cc2)C)cc1OC)C,0
960,DB01158,Brc1c(cccc1)C[N+](CC)(C)C,0
961,DB01159,C(F)(F)(F)C(Cl)Br,0
962,DB01160,C(=O)(O)CCC/C=C\C[C@@H]1[C@@H](/C=C/[C@@H](O)CCCCC)[C@H](O)C[C@@H]1O,0
963,DB01161,C(=O)(OCCN(CC)CC)c1c(Cl)cc(cc1)N,0
964,DB01162,C(=O)(N1CCN(c2nc3c(c(n2)N)cc(OC)c(OC)c3)CC1)C4OCCC4,0
965,DB01163,C(=O)(O)[C@H]1C(S[C@H]2N1C(=O)[C@H]2N=CN3CCCCCC3)(C)C,1
966,DB01165,C(=O)(C1C(=O)c2c3c(c(c(F)c2)N4CCN(CC4)C)OCC(N3C=1)C)O,0
967,DB01166,O=C1Nc2c(cc(OCCCCc3nnnn3C4CCCCC4)cc2)CC1,0
968,DB01167,O=C1N(c2ccc(N3CCN(c4ccc(OC[C@@H]5O[C@@](c6c(Cl)cc(Cl)cc6)(OC5)Cn7ncnc7)cc4)CC3)cc2)C=NN1C(CC)C,0
969,DB01168,C(=O)(c1ccc(cc1)CNNC)NC(C)C,0
970,DB01170,C(=NCCN1CCCCCCC1)(N)N,0
971,DB01171,C(=O)(c1ccc(Cl)cc1)NCCN2CCOCC2,0
972,DB01172,O([C@H]1O[C@@H]([C@@H](O)[C@@H]([C@H]1O)N)CO)[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CN)[C@@H](N)C[C@H]2N,0
973,DB01173,N(CCOC(c1c(cccc1)C)c2ccccc2)(C)C,0
974,DB01174,O=C1C(C(=O)NC(=O)N1)(c2ccccc2)CC,0
975,DB01176,c1(C(c2ccccc2)N3CCN(CC3)C)ccccc1,0
976,DB01177,C(=O)([C@]1(O)Cc2c(c3C(=O)c4c(C(=O)c3c(c2[C@@H](O[C@@H]5O[C@H]([C@@H](O)[C@@H](N)C5)C)C1)O)cccc4)O)C,0
977,DB01178,O=C1N(C(c2ccc(Cl)cc2)S(=O)(=O)CC1)C,1
978,DB01179,O=C1OC[C@H]2[C@H]1[C@@H](c3c(cc4c(OCO4)c3)[C@@H]2O)c5cc(OC)c(OC)c(OC)c5,0
979,DB01180,C(=O)(O[C@H]1[C@H](OC)[C@@H](C(=O)OC)[C@@H]2[C@@H](CN3[C@@H](c4c(c5c(cc(OC)cc5)[nH]4)CC3)C2)C1)C=Cc6cc(OC)c(OC)c(OC)c6,0
980,DB01181,O=P1(N(CCCl)CCCO1)NCCCl,0
981,DB01182,C(=O)(c1c(OCC(O)CNCCC)cccc1)CCc2ccccc2,0
982,DB01183,O=C1[C@H]2[C@]34c5c(c(O)ccc5C[C@H]([C@]3(O)CC1)N(CC=C)CC4)O2,0
983,DB01184,O=C1N(c2c(cc(Cl)cc2)N1)C3CCN(CCCN4C(=O)Nc5c4cccc5)CC3,0
984,DB01185,O=C1C=C2[C@@]([C@@]3(F)[C@@H](O)C[C@@]4([C@@](O)(CC[C@H]4[C@@H]3CC2)C)C)(CC1)C,0
985,DB01186,S(C[C@H]1CN([C@H]2[C@@H](c3c4c(ccc3)[nH]cc4C2)C1)CCC)C,1
986,DB01187,C(=O)(OCC)CCCCCCCCC(c1c(I)cccc1)C,0
987,DB01188,O=C1N(C(=CC(=C1)C)C2CCCCC2)O,0
988,DB01189,C(F)(F)(F)C(OC(F)F)F,0
989,DB01190,C(=O)(N[C@H]([C@@H](Cl)C)[C@H]1O[C@H](SC)[C@H](O)[C@@H](O)[C@H]1O)[C@H]2N(C[C@H](CCC)C2)C,0
990,DB01191,C(F)(F)(F)c1cc(ccc1)C[C@@H](NCC)C,1
991,DB01192,O=C1[C@H]2[C@]34c5c(c(O)ccc5C[C@H]([C@]3(O)CC1)N(CC4)C)O2,0
992,DB01193,C(=O)(c1c(OCC(O)CNC(C)C)ccc(NC(=O)CCC)c1)C,0
993,DB01194,O=S(=O)(c1sc2c(c1)[C@@H](NCC)CN(S2(=O)=O)CCCOC)N,0
994,DB01195,C(=O)(c1c(OCC(F)(F)F)ccc(OCC(F)(F)F)c1)NCC2NCCCC2,1
995,DB01196,C(N(CCCl)CCCl)(=O)Oc1cc2c(cc1)[C@@H]3[C@H]([C@H]4[C@@]([C@@H](O)CC4)(CC3)C)CC2,0
996,DB01197,C(=O)(N1[C@H](C(=O)O)CCC1)[C@@H](CS)C,0
997,DB01198,C(=O)(OC1c2c(C(=O)N1c3ncc(Cl)cc3)nccn2)N4CCN(CC4)C,0
998,DB01199,O(c1c(c2c3c(c1)CC[N+]([C@@H]3Cc4cc(c(O)cc4)Oc5c(OC)cc6c(c5)[C@@H](N(CC6)C)Cc7ccc(O2)cc7)(C)C)O)C,0
999,DB01200,C(=O)(N[C@]1(C(=O)N2[C@](O1)(O)[C@H]3N(C(=O)[C@@H]2CC(C)C)CCC3)C(C)C)[C@@H]4C=C5c6c7c(c(Br)[nH]c7ccc6)C[C@H]5N(C4)C,0
1000,DB01201,C(=O)(O[C@H]1[C@@H]([C@H](O)[C@@H]([C@@H](O)[C@H](/C=C/C=C(\C(=O)Nc2c(c(c3c4C(=O)[C@](Oc4c(c(c3c2O)O)C)(O/C=C/[C@H](OC)[C@H]1C)C)O)/C=N/N5CCN(C6CCCC6)CC5)/C)C)C)C)C,0
1001,DB01202,C(=O)([C@@H](N1C(=O)CCC1)CC)N,0
1002,DB01203,C(NCC(O)COc1c2c(ccc1)C[C@@H](O)[C@@H](O)C2)(C)(C)C,0
1003,DB01204,O=C1c2c(C(=O)c3c1c(O)ccc3O)c(NCCNCCO)ccc2NCCNCCO,0
1004,DB01205,C(=O)(OCC)c1c2n(-c3c(C(=O)N(C2)C)cc(F)cc3)cn1,0
1005,DB01206,C(N(N=O)CCCl)(=O)NC1CCCCC1,0
1006,DB01208,C(=O)(C1C(=O)c2c(c(F)c(c(F)c2N)N3C[C@@H](N[C@@H](C3)C)C)N(C=1)C4CC4)O,1
1007,DB01209,c12c(ccc(O)c1)C[C@H]3[C@@H]([C@@]2(CCCCC3)C)N,0
1008,DB01210,C(NC[C@H](O)COc1c2c(C(=O)CCC2)ccc1)(C)(C)C,0
1009,DB01211,N([C@@H]1[C@@H](O)[C@H](O[C@H]2[C@](OC)(C[C@H](C(=O)[C@@H]([C@H]([C@](O)([C@H](OC(=O)[C@@H]([C@@H](O[C@@H]3O[C@H]([C@@H]([C@](OC)(C3)C)O)C)[C@@H]2C)C)CC)C)O)C)C)C)O[C@@H](C1)C)(C)C,0
1010,DB01212,C(/C(=N\OC)/c1nc(sc1)N)(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(CSC4=NC(=O)C(=O)NN4C)CS[C@@H]32,0
1011,DB01213,c1(cn[nH]c1)C,0
1012,DB01214,C(=O)(Oc1c(c(c(OCC(O)CNC(C)C)cc1C)C)C)C,0
1013,DB01215,Clc1cc2C(c3ccccc3)=NCc4nncn4-c2cc1,0
1014,DB01216,C(=O)(NC(C)(C)C)[C@@H]1[C@@]2([C@H]([C@H]3[C@@H]([C@]4(C=CC(=O)N[C@@H]4CC3)C)CC2)CC1)C,0
1015,DB01217,C(C(c1cc(C(C#N)(C)C)cc(c1)Cn2ncnc2)(C)C)#N,0
1016,DB01218,C(F)(F)(F)c1cc2c3c(c(Cl)cc(Cl)c3)cc(c2cc1)C(O)CCN(CCCC)CCCC,0
1017,DB01219,N(/N1C(=O)NC(=O)C1)=C\c2oc(-c3ccc([N+](=O)[O-])cc3)cc2,0
1018,DB01220,C(=O)(O[C@H]1[C@@H]([C@H](O)[C@@H]([C@@H](O)[C@H](/C=C/C=C(\C(=O)Nc2c3c(c4c5C(=O)[C@](Oc5c(c(c4c2O)O)C)(O/C=C/[C@H](OC)[C@H]1C)C)nc6n3C=CC(=C6)C)/C)C)C)C)C,0
1019,DB01221,O=C1C(c2c(Cl)cccc2)(NC)CCCC1,0
1020,DB01222,C(=O)([C@]12[C@@]3([C@H]([C@H]4[C@@H]([C@@]5(C(=CC(=O)C=C5)CC4)C)[C@@H](O)C3)C[C@H]1OC(O2)CCC)C)CO,0
1021,DB01223,O=C1c2c(nc[nH]2)N(C(=O)N1C)C,0
1022,DB01224,O(CCN1CCN(C2c3c(Sc4c(N=2)cccc4)cccc3)CC1)CCO,0
1023,DB01226,C(=O)(OCCC[N+]1([C@@H](c2c(cc(OC)c(OC)c2)CC1)Cc3cc(OC)c(OC)c(OC)c3)C)CC/C=C/CCC(=O)OCCC[N+]4([C@@H](c5c(cc(OC)c(OC)c5)CC4)Cc6cc(OC)c(OC)c(OC)c6)C,0
1024,DB01227,C(=O)(O[C@H](C(c1ccccc1)(c2ccccc2)C[C@@H](N(C)C)C)CC)C,0
1025,DB01228,C(=O)(c1ccc(OC)cc1)Nc2c(cccc2)CCC3N(CCCC3)C,1
1026,DB01229,C(=O)(O[C@@H]1[C@]2(C(C(=C([C@@H](OC(=O)[C@@H]([C@H](c3ccccc3)NC(=O)c4ccccc4)O)C2)C)[C@@H](OC(=O)C)C(=O)[C@]5([C@H]1[C@@]6(OC(=O)C)[C@H](OC6)C[C@@H]5O)C)(C)C)O)c7ccccc7,0
1027,DB01230,O=C1N=C(OC1c2ccccc2)N,1
1028,DB01231,C(c1ccccc1)(c2ccccc2)(O)CCCN3CCCCC3,1
1029,DB01232,C(=O)(c1nc2c(cc1)cccc2)N[C@H](C(=O)N[C@H]([C@H](O)CN3[C@H](C(=O)NC(C)(C)C)C[C@H]4[C@@H](C3)CCCC4)Cc5ccccc5)CC(=O)N,0
1030,DB01233,C(=O)(c1c(OC)cc(c(Cl)c1)N)NCCN(CC)CC,0
1031,DB01235,C(=O)([C@H](Cc1cc(c(O)cc1)O)N)O,0
1032,DB01236,C(F)(F)(F)C(C(F)(F)F)OCF,0
1033,DB01237,N(CCOC(c1ccc(Br)cc1)c2ccccc2)(C)C,0
1034,DB01238,O=C1Nc2c(ccc(OCCCCN3CCN(c4c(Cl)c(Cl)ccc4)CC3)c2)CC1,0
1035,DB01239,N(CC/C=C1\c2c(Sc3c\1cccc3)ccc(Cl)c2)(C)C,1
1036,DB01240,C(=O)(O)CCC/C=C1\O[C@@H]2[C@@H]([C@@H](/C=C/[C@@H](O)CCCCC)[C@H](O)C2)C\1,0
1037,DB01241,C(C(CCCOc1c(ccc(c1)C)C)(C)C)(=O)O,0
1038,DB01242,N(CCCN1c2c(ccc(Cl)c2)CCc3c1cccc3)(C)C,0
1039,DB01243,Clc1c(c2c(c(Cl)c1)cccn2)O,0
1040,DB01244,N(c1ccccc1)(Cc2ccccc2)CC(N3CCCC3)COCC(C)C,1
1041,DB01245,[N+](CCCCCCCCCC[N+](C)(C)C)(C)(C)C,0
1042,DB01246,N(CC(CN1c2c(Sc3c1cccc3)cccc2)C)(C)C,0
1043,DB01247,C(=O)(c1noc(c1)C)NNCc2ccccc2,0
1044,DB01248,C(=O)(O[C@@H]1[C@]2(C(C(=C([C@@H](OC(=O)[C@@H]([C@H](c3ccccc3)NC(=O)OC(C)(C)C)O)C2)C)[C@H](C(=O)[C@]4([C@H]1[C@@]5(OC(=O)C)[C@H](OC5)C[C@@H]4O)C)O)(C)C)O)c6ccccc6,0
1045,DB01249,C(N(c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I)CC(O)CN(C(=O)C)c2c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c2I)(=O)C,0
1046,DB01250,C(=O)(c1c(O)ccc(/N=N/c2cc(C(=O)O)c(O)cc2)c1)O,0
1047,DB01251,C(=O)(NS(=O)(=O)c1ccc(cc1)CCN2C(=O)c3c(C(C2=O)(C)C)ccc(OC)c3)NC4CCCCC4,0
1048,DB01253,C(=O)(N[C@H](CO)C)[C@@H]1C=C2c3c4c(ccc3)[nH]cc4C[C@H]2N(C1)C,0
1049,DB01254,C(=O)(c1sc(nc1)Nc2nc(nc(N3CCN(CCO)CC3)c2)C)Nc4c(Cl)cccc4C,0
1050,DB01255,C(=O)([C@H](CCCCN)N)N[C@H](Cc1ccccc1)C,0
1051,DB01256,C(=O)(O[C@H]1[C@]2([C@@H]3C(=O)CC[C@]3([C@H]([C@@H]([C@](C=C)(C1)C)O)C)CC[C@H]2C)C)CS[C@H]4C[C@H]5N([C@@H](C4)CC5)C,0
1052,DB01259,O=S(=O)(CCNCc1oc(-c2cc3c(ncnc3cc2)Nc4cc(Cl)c(OCc5cc(F)ccc5)cc4)cc1)C,0
1053,DB01260,C(=O)([C@]12[C@@]3([C@H]([C@H]4[C@@H]([C@@]5(C(=CC(=O)C=C5)CC4)C)[C@@H](O)C3)C[C@H]1OC(O2)(C)C)C)CO,0
1054,DB01261,C(=O)(N1Cc2nnc(C(F)(F)F)n2CC1)C[C@@H](Cc3c(F)cc(F)c(F)c3)N,0
1055,DB01262,O=C1N=C(N=CN1[C@@H]2O[C@@H]([C@@H](O)C2)CO)N,0
1056,DB01263,O=C1N(c2ccc(N3CCN(c4ccc(OC[C@H]5C[C@](c6c(F)cc(F)cc6)(OC5)Cn7ncnc7)cc4)CC3)cc2)C=NN1[C@H]([C@@H](O)C)CC,0
1057,DB01264,C(=O)(O[C@@H]1[C@H]2[C@@H](OC1)OCC2)N[C@H]([C@H](O)CN(S(=O)(=O)c3ccc(cc3)N)CC(C)C)Cc4ccccc4,0
1058,DB01265,O=C1C(=CN(C(=O)N1)[C@H]2O[C@H]([C@H](O)C2)CO)C,0
1059,DB01267,O=C1C(=C(N=C2N1CCCC2O)C)CCN3CCC(c4c5c(on4)cc(F)cc5)CC3,0
1060,DB01268,C(=O)(c1c(c(/C=C2\C(=O)Nc3c\2cc(F)cc3)[nH]c1C)C)NCCN(CC)CC,0
1061,DB01273,c12c(nccn1)cc3c(c2)C4CC3CNC4,0
1062,DB01275,c12c(nncc1cccc2)NN,0
1063,DB01280,O(c1c2c(nc(n1)N)n(cn2)[C@@H]3O[C@@H]([C@@H](O)[C@@H]3O)CO)C,0
1064,DB01282,C(=O)(N1[C@H](C(=O)N[C@H](C(=O)NCC(=O)N)CC(C)C)CCC1)[C@H]2NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H]([C@H](CC)C)NC(=O)[C@@H](NC(=O)CCCSC2)Cc3ccc(OC)cc3)CCC(=O)N)CC(=O)N,0
1065,DB01283,C(=O)(O)Cc1c(Nc2c(F)cccc2Cl)ccc(c1)C,0
1066,DB01288,c1(C(O)CNC(Cc2ccc(O)cc2)C)cc(O)cc(O)c1,0
1067,DB01291,C(NCC(c1nc(c(O)cc1)CO)O)(C)(C)C,0
1068,DB01294,O=C1c2c(O[Bi](O1)O)cccc2,0
1069,DB01296,O1C(O)[C@@H]([C@@H](O)[C@H](O)[C@H]1CO)N,0
1070,DB01297,C(=O)(Nc1ccc(OCC(O)CNC(C)C)cc1)C,0
1071,DB01298,O=S(=O)(c1ccc(cc1)N)NC2=NC(=O)N(C=C2)CC,0
1072,DB01299,O=S(=O)(c1ccc(cc1)N)Nc2c(OC)c(OC)ncn2,0
1073,DB01301,C(=O)(C1C(=O)[C@]2(C(=C3C(=O)c4c([C@@](O)([C@H]3C[C@H]2[C@H](N(C)C)C=1O)C)cccc4O)O)O)NCN5CCCC5,0
