chembl_id,drugbank_id,canonical_smiles_ap,canonical_smiles_ap_nonstereo,original_smiles,mw_ap,rule_of_5,rule_of_5_label,in_drugbank,in_chembl,wd_drugbank,wd_chembl,wd_withdrawn,drugbank_three_class,standardized_smiles,scaffolds,wd_consensus_1,wd_consensus_2,wd_consensus_3
CHEMBL741,DB00555,Clc1c(Cl)cccc1-c2c(nc(nn2)N)N,Clc1c(Cl)cccc1-c2c(nc(nn2)N)N,Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1,256.09519,0,,yes,yes,0,0,0,AD,Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1,CC1CCC(C2CCCC(C)C2C)C(C)C1,0,0,0
CHEMBL7413,DB00474,C(#CCC)C(C1(C(=O)N(C(=O)NC1=O)C)CC=C)C,C(#CCC)C(C1(C(=O)N(C(=O)NC1=O)C)CC=C)C,C=CCC1(C(C)C#CCC)C(=O)NC(=O)N(C)C1=O,262.31046,0,,yes,yes,0,0,0,AD,C=CCC1(C(C)C#CCC)C(=O)NC(=O)N(C)C1=O,CCCCC(C)C1(CCC)C(C)CC(C)C(C)C1C,0,0,0
CHEMBL744,DB00740,C(Oc1cc2c(nc(s2)N)cc1)(F)(F)F,C(Oc1cc2c(nc(s2)N)cc1)(F)(F)F,Nc1nc2ccc(OC(F)(F)F)cc2s1,234.20065,0,,yes,yes,0,0,0,AD,Nc1nc2ccc(OC(F)(F)F)cc2s1,CC1CC2CCC(CC(C)(C)C)CC2C1,0,0,0
CHEMBL746,DB00716,C(=O)(C1N(c2c(C(=O)C=1)cc3C(=O)C=C(C(=O)O)Oc3c2CCC)CC)O,C(=O)(C1N(c2c(C(=O)C=1)cc3C(=O)C=C(C(=O)O)Oc3c2CCC)CC)O,CCCc1c2oc(C(=O)O)cc(=O)c2cc2c(=O)cc(C(=O)O)n(CC)c12,371.34889,0,,yes,yes,0,0,0,AD,CCCc1c2oc(C(=O)O)cc(=O)c2cc2c(=O)cc(C(=O)O)n(CC)c12,CCCC1C2CC(C(C)C)CC(C)C2CC2C(C)CC(C(C)C)C(CC)C21,0,0,0
CHEMBL74632,DB04570,C(=O)(C1=C(CSc2nnnn2C)CO[C@@H]3[C@@](OC)(C(=O)N13)NC(=O)C(C(=O)O)c4ccc(O)cc4)O,C(=O)(C1=C(CSc2nnnn2C)COC3C(OC)(C(=O)N13)NC(=O)C(C(=O)O)c4ccc(O)cc4)O,CO[C@@]1(NC(=O)C(C(=O)O)c2ccc(O)cc2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CO[C@@H]21,520.4802,2,Mw; NO,yes,yes,0,0,0,AD,CO[C@@]1(NC(=O)C(C(=O)O)c2ccc(O)cc2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CO[C@@H]21,CCC1(CC(C)C(C(C)C)C2CCC(C)CC2)C(C)C2C(C(C)C)C(CCC3CCCC3C)CCC21,0,0,0
CHEMBL747,DB14763,Clc1ccc(N2C(=NC(=NC2(C)C)N)N)cc1,Clc1ccc(N2C(=NC(=NC2(C)C)N)N)cc1,CC1(C)N=C(N)N=C(N)N1C1=CC=C(Cl)C=C1,251.72018,0,,yes,yes,0,,0,AD,CC1(C)N=C(N)N=C(N)N1c1ccc(Cl)cc1,CC1CCC(C2C(C)CC(C)CC2(C)C)CC1,0,0,0
CHEMBL750,DB00909,O=S(=O)(Cc1c2c(on1)cccc2)N,O=S(=O)(Cc1c2c(on1)cccc2)N,N=S(=O)(O)Cc1noc2ccccc12,212.22816,0,,yes,yes,0,0,0,AD,N=S(=O)(O)Cc1noc2ccccc12,CC(C)(C)CC1CCC2CCCCC21,0,0,0
CHEMBL752,DB00131,O=P(OC[C@H]1O[C@@H](n2c3c(c(ncn3)N)nc2)[C@H](O)[C@@H]1O)(O)O,O=P(OCC1OC(n2c3c(c(ncn3)N)nc2)C(O)C1O)(O)O,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O,347.22568,2,Hb; NO,yes,yes,0,1,1,WD,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O,CC1CCCC2C1CCC2C1CC(CCC(C)(C)C)C(C)C1C,1,1,0
CHEMBL753,DB00925,N(C(COc1ccccc1)C)(Cc2ccccc2)CCCl,N(C(COc1ccccc1)C)(Cc2ccccc2)CCCl,CC(COc1ccccc1)N(CCCl)Cc1ccccc1,303.83424,0,,yes,yes,0,0,0,AD,CC(COc1ccccc1)N(CCCl)Cc1ccccc1,CCCC(CC1CCCCC1)C(C)CCC1CCCCC1,0,0,0
CHEMBL75753,DB13781,C(=O)(N1CCOCC1)NCCNCC(O)COc2ccc(O)cc2,C(=O)(N1CCOCC1)NCCNCC(O)COc2ccc(O)cc2,O=C(NCCNCC(O)COc1ccc(O)cc1)N1CCOCC1,339.39395,0,,yes,yes,0,0,0,AD,O=C(NCCNCC(O)COc1ccc(O)cc1)N1CCOCC1,CC(CCCCCC(C)C1CCCCC1)CCC1CCC(C)CC1,0,0,0
CHEMBL75880,DB01074,C(C1CCCCC1)(C2CCCCC2)CC3NCCCC3,C(C1CCCCC1)(C2CCCCC2)CC3NCCCC3,C1CCC(C(CC2CCCCN2)C2CCCCC2)CC1,277.49655,1,LP,yes,yes,0,1,0,AD,C1CCC(C(CC2CCCCN2)C2CCCCC2)CC1,C1CCC(CC(C2CCCCC2)C2CCCCC2)CC1,1,0,0
CHEMBL76,DB00608,N(CCCC(Nc1c2c(ncc1)cc(Cl)cc2)C)(CC)CC,N(CCCC(Nc1c2c(ncc1)cc(Cl)cc2)C)(CC)CC,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,319.88012,0,,yes,yes,0,0,0,AD,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,CCC(CC)CCCC(C)CC1CCCC2CC(C)CCC12,0,0,0
CHEMBL760,DB00261,O=C1NC2=Nc3c(c(Cl)c(Cl)cc3)CN2C1,O=C1NC2=Nc3c(c(Cl)c(Cl)cc3)CN2C1,O=C1CN2Cc3c(ccc(Cl)c3Cl)N=C2N1,256.09229,0,,yes,yes,0,0,0,AD,O=C1CN2Cc3c(ccc(Cl)c3Cl)N=C2N1,CC1CC2CC3CCC(C)C(C)C3CC2C1,0,0,0
CHEMBL761,DB06711,c12c(cccc1CC3=NCCN3)cccc2,c12c(cccc1CC3=NCCN3)cccc2,c1ccc2c(CC3=NCCN3)cccc2c1,210.28038,0,,yes,yes,0,0,0,AD,c1ccc2c(CC3=NCCN3)cccc2c1,C1CCC(CC2CCCC3CCCCC32)C1,0,0,0
CHEMBL762,DB00935,C(c1c(c(c(c(c1)C)CC2=NCCN2)C)O)(C)(C)C,C(c1c(c(c(c(c1)C)CC2=NCCN2)C)O)(C)(C)C,Cc1cc(C(C)(C)C)c(O)c(C)c1CC1=NCCN1,260.38168,0,,yes,yes,0,0,0,AD,Cc1cc(C(C)(C)C)c(O)c(C)c1CC1=NCCN1,CC1CC(C(C)(C)C)C(C)C(C)C1CC1CCCC1,0,0,0
CHEMBL76370,DB01079,C(=N)(N/N=C/c1c2c(ccc(OC)c2)[nH]c1)NCCCCC,C(=N)(NN=Cc1c2c(ccc(OC)c2)[nH]c1)NCCCCC,CCCCCNC(=N)N/N=C/c1c[nH]c2ccc(OC)cc12,301.39381,0,,yes,yes,1,1,1,WD,CCCCCNC(=N)N/N=C/c1c[nH]c2ccc(OC)cc12,CCCCCCC(C)CCCC1CCC2CCC(CC)CC21,1,1,0
CHEMBL765,DB01170,C(=NCCN1CCCCCCC1)(N)N,C(=NCCN1CCCCCCC1)(N)N,NC(N)=NCCN1CCCCCCC1,198.31314,0,,yes,yes,0,0,0,AD,NC(N)=NCCN1CCCCCCC1,CC(C)CCCC1CCCCCCC1,0,0,0
CHEMBL766,DB01597,C(/C(=C/CCCCSC[C@@H](C(=O)O)N)/NC(=O)[C@@H]1C(C1)(C)C)(=O)O,C(C(=CCCCCSCC(C(=O)O)N)NC(=O)C1C(C1)(C)C)(=O)O,CC1(C)C[C@@H]1C(=O)N/C(=C\CCCCSC[C@H](N)C(=O)O)C(=O)O,358.45922,0,,yes,yes,0,0,0,AD,CC1(C)C[C@@H]1C(=O)N/C(=C\CCCCSC[C@H](N)C(=O)O)C(=O)O,CC(C)C(C)CCCCCCCC(CC(C)C1CC1(C)C)C(C)C,0,0,0
CHEMBL76725,DB13211,C(=N)(NCC1Oc2c(OC1)cccc2)N,C(=N)(NCC1Oc2c(OC1)cccc2)N,NC(=N)NCC1COC2=C(O1)C=CC=C2,207.23351,0,,yes,yes,0,,0,AD,N=C(N)NCC1COc2ccccc2O1,CC(C)CCC1CCC2CCCCC2C1,0,0,0
CHEMBL768,DB00187,C(=O)(OC)CCc1ccc(OCC(O)CNC(C)C)cc1,C(=O)(OC)CCc1ccc(OCC(O)CNC(C)C)cc1,COC(=O)CCc1ccc(OCC(O)CNC(C)C)cc1,295.38115,0,,yes,yes,0,1,0,AD,COC(=O)CCc1ccc(OCC(O)CNC(C)C)cc1,CCC(C)CCC1CCC(CCC(C)CCC(C)C)CC1,1,0,0
CHEMBL770,DB00797,C1(=NCCN1)Cc2ccccc2,C1(=NCCN1)Cc2ccccc2,c1ccc(CC2=NCCN2)cc1,160.22004,0,,yes,yes,0,0,0,AD,c1ccc(CC2=NCCN2)cc1,C1CCC(CC2CCCC2)CC1,0,0,0
CHEMBL771,DB00260,O=C1[C@H](N)CON1,O=C1C(N)CON1,N[C@@H]1CONC1=O,102.09332,0,,yes,yes,0,0,0,AD,N[C@@H]1CONC1=O,CC1CCCC1C,0,0,0
CHEMBL772,DB00206,C(=O)(O[C@H]1[C@H](OC)[C@@H](C(=O)OC)[C@@H]2[C@@H](CN3[C@@H](c4c(c5c(cc(OC)cc5)[nH]4)CC3)C2)C1)c6cc(OC)c(OC)c(OC)c6,C(=O)(OC1C(OC)C(C(=O)OC)C2C(CN3C(c4c(c5c(cc(OC)cc5)[nH]4)CC3)C2)C1)c6cc(OC)c(OC)c(OC)c6,COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,608.6931,2,Mw; NO,yes,yes,0,1,0,AD,COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,CCC1CCC2C(C1)CC1C3CC4C(CC3CCC21)CC(CC(C)C1CC(CC)C(CC)C(CC)C1)C(CC)C4C(C)CC,1,0,0
CHEMBL7728,DB01355,O=C1C(C(=O)NC(=O)N1C)(C2=CCCCC2)C,O=C1C(C(=O)NC(=O)N1C)(C2=CCCCC2)C,CN1C(=O)NC(=O)C(C)(C1=O)C1=CCCCC1,236.27232,0,,yes,yes,experimental,,1,,CN1C(=O)NC(=O)C(C)(C2=CCCCC2)C1=O,CC1CC(C)C(C)(C2CCCCC2)C(C)C1C,1,0,0
CHEMBL773,DB00145,C(=O)(O)CN,C(=O)(O)CN,NCC(=O)O,75.06755,0,,yes,yes,0,0,0,AD,NCC(=O)O,CCC(C)C,0,0,0
CHEMBL776,DB00816,c1(C(O)CNC(C)C)cc(O)cc(O)c1,c1(C(O)CNC(C)C)cc(O)cc(O)c1,CC(C)NCC(O)c1cc(O)cc(O)c1,211.26249,0,,yes,yes,0,0,1,AD,CC(C)NCC(O)c1cc(O)cc(O)c1,CC(C)CCC(C)C1CC(C)CC(C)C1,1,0,0
CHEMBL77622,DB12313,c1(c(O)ccc(c1)CCNCCCCCCNCCc2ccccc2)O,c1(c(O)ccc(c1)CCNCCCCCCNCCc2ccccc2)O,Oc1ccc(CCNCCCCCCNCCc2ccccc2)cc1O,356.51144,0,,yes,yes,0,0,0,AD,Oc1ccc(CCNCCCCCCNCCc2ccccc2)cc1O,CC1CCC(CCCCCCCCCCCCC2CCCCC2)CC1C,0,0,0
CHEMBL77675,DB14191,C(=N)(Nc1ccccc1)Nc2ccccc2,C(=N)(Nc1ccccc1)Nc2ccccc2,N=C(NC1=CC=CC=C1)NC1=CC=CC=C1,211.26801,0,,yes,yes,0,,0,AD,N=C(Nc1ccccc1)Nc1ccccc1,CC(CC1CCCCC1)CC1CCCCC1,0,0,0
CHEMBL777,DB00766,C(=O)(O)[C@H]1/C(/O[C@H]2N1C(=O)C2)=C/CO,C(=O)(O)C1C(OC2N1C(=O)C2)=CCO,O=C(O)[C@H]1/C(=C/CO)O[C@@H]2CC(=O)N21,199.16423,0,,yes,yes,0,0,0,AD,O=C(O)[C@H]1/C(=C/CO)O[C@@H]2CC(=O)N21,CCCC1CC2CC(C)C2C1C(C)C,0,0,0
CHEMBL778,DB00633,c1(c([C@@H](c2nc[nH]c2)C)cccc1C)C,c1(c(C(c2nc[nH]c2)C)cccc1C)C,Cc1cccc([C@H](C)c2c[nH]cn2)c1C,200.28522,0,,yes,yes,0,0,0,AD,Cc1cccc([C@H](C)c2c[nH]cn2)c1C,CC1CCCC(C(C)C2CCCC2)C1C,0,0,0
CHEMBL779,DB00820,O=C1N(CC(=O)N2[C@@H]1Cc3c4c(cccc4)[nH]c3[C@H]2c5cc6c(OCO6)cc5)C,O=C1N(CC(=O)N2C1Cc3c4c(cccc4)[nH]c3C2c5cc6c(OCO6)cc5)C,CN1CC(=O)N2[C@H](Cc3c([nH]c4ccccc34)[C@H]2c2ccc3c(c2)OCO3)C1=O,389.41333,0,,yes,yes,0,0,0,AD,CN1CC(=O)N2[C@H](Cc3c([nH]c4ccccc34)[C@H]2c2ccc3c(c2)OCO3)C1=O,CC1CC(C)C2C(CC3C4CCCCC4CC3C2C2CCC3CCCC3C2)C1C,0,0,0
CHEMBL780,DB14007,C(=O)(O)CN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC(=O)O,C(=O)(O)CN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC(=O)O,O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O,393.35281,1,NO,yes,yes,0,0,0,AD,O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O,CC(C)CC(CCC(CC(C)C)CC(C)C)CCC(CC(C)C)CC(C)C,0,0,0
CHEMBL781,DB00579,Clc1ccc(C2(c3c(C4=NCCN42)cccc3)O)cc1,Clc1ccc(C2(c3c(C4=NCCN42)cccc3)O)cc1,OC1(c2ccc(Cl)cc2)c2ccccc2C2=NCCN21,284.74701,0,,yes,yes,0,0,0,AD,OC1(c2ccc(Cl)cc2)c2ccccc2C2=NCCN21,CC1CCC(C2(C)C3CCCCC3C3CCCC32)CC1,0,0,0
CHEMBL782,DB01124,C(=O)(NS(=O)(=O)c1ccc(cc1)C)NCCCC,C(=O)(NS(=O)(=O)c1ccc(cc1)C)NCCCC,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,270.35226,0,,yes,yes,0,0,0,AD,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,CCCCCC(C)CC(C)(C)C1CCC(C)CC1,0,0,0
CHEMBL783,DB00731,C(=O)([C@H](NC(=O)C1CCC(C(C)C)CC1)Cc2ccccc2)O,C(=O)(C(NC(=O)C1CCC(C(C)C)CC1)Cc2ccccc2)O,CC(C)[C@H]1CC[C@H](C(=O)N[C@H](Cc2ccccc2)C(=O)O)CC1,317.43099,0,,yes,yes,0,0,0,AD,CC(C)[C@H]1CC[C@H](C(=O)N[C@H](Cc2ccccc2)C(=O)O)CC1,CC(C)C1CCC(C(C)CC(CC2CCCCC2)C(C)C)CC1,0,0,0
CHEMBL7863,DB01352,O=C1C(C(=O)NC(=O)N1)(C(C)C)CC=C,O=C1C(C(=O)NC(=O)N1)(C(C)C)CC=C,CC(C)C1(CC=C)C(=O)NC(=O)NC1=O,210.23418,0,,yes,yes,experimental; illicit,,1,,C=CCC1(C(C)C)C(=O)NC(=O)NC1=O,CCCC1(C(C)C)C(C)CC(C)CC1C,1,0,0
CHEMBL787,DB00471,C(=O)(O)CC1(CS[C@@H](c2cc(/C=C/c3nc4c(ccc(Cl)c4)cc3)ccc2)CCc5c(C(O)(C)C)cccc5)CC1,C(=O)(O)CC1(CSC(c2cc(C=Cc3nc4c(ccc(Cl)c4)cc3)ccc2)CCc5c(C(O)(C)C)cccc5)CC1,CC(C)(O)c1ccccc1CC[C@@H](SCC1(CC(=O)O)CC1)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1,586.19732,2,Mw; LP,yes,yes,0,0,0,AD,CC(C)(O)c1ccccc1CC[C@@H](SCC1(CC(=O)O)CC1)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1,CC(C)CC1(CCC(CCC2CCCCC2C(C)(C)C)C2CCCC(CCC3CCC4CCC(C)CC4C3)C2)CC1,0,0,0
CHEMBL788,DB00249,O=C1C(I)=CN(C(=O)N1)[C@@H]2O[C@@H]([C@@H](O)C2)CO,O=C1C(I)=CN(C(=O)N1)C2OC(C(O)C2)CO,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1I,354.10197,0,,yes,yes,0,0,0,AD,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1I,CCC1CC(C2CC(C)C(C)CC2C)CC1C,0,0,0
CHEMBL79,DB00281,C(=O)(Nc1c(cccc1C)C)CN(CC)CC,C(=O)(Nc1c(cccc1C)C)CN(CC)CC,CCN(CC)CC(=O)Nc1c(C)cccc1C,234.34354,0,,yes,yes,0,0,0,AD,CCN(CC)CC(=O)Nc1c(C)cccc1C,CCC(CC)CC(C)CC1C(C)CCCC1C,0,0,0
CHEMBL790,DB00878,C(=N)(NC(=N)NCCCCCCNC(=N)NC(=N)Nc1ccc(Cl)cc1)Nc2ccc(Cl)cc2,C(=N)(NC(=N)NCCCCCCNC(=N)NC(=N)Nc1ccc(Cl)cc1)Nc2ccc(Cl)cc2,N=C(NCCCCCCNC(=N)NC(=N)Nc1ccc(Cl)cc1)NC(=N)Nc1ccc(Cl)cc1,505.4563,3,Hb; Mw; LP,yes,yes,0,1,0,AD,N=C(NCCCCCCNC(=N)NC(=N)Nc1ccc(Cl)cc1)NC(=N)Nc1ccc(Cl)cc1,CC1CCC(CC(C)CC(C)CCCCCCCCC(C)CC(C)CC2CCC(C)CC2)CC1,1,0,0
CHEMBL796,DB06701,C(=O)(OC)C(c1ccccc1)C2NCCCC2,C(=O)(OC)C(c1ccccc1)C2NCCCC2,COC(=O)C(c1ccccc1)C1CCCCN1,233.31233,0,,yes,yes,0,0,0,AD,COC(=O)C(c1ccccc1)C1CCCCN1,CCC(C)C(C1CCCCC1)C1CCCCC1,0,0,0
CHEMBL797,DB00832,O=C1N(C(=O)CC1c2ccccc2)C,O=C1N(C(=O)CC1c2ccccc2)C,CN1C(=O)CC(c2ccccc2)C1=O,189.21527,0,,yes,yes,0,0,0,AD,CN1C(=O)CC(c2ccccc2)C1=O,CC1CC(C2CCCCC2)C(C)C1C,0,0,0
CHEMBL799,DB01166,O=C1Nc2c(cc(OCCCCc3nnnn3C4CCCCC4)cc2)CC1,O=C1Nc2c(cc(OCCCCc3nnnn3C4CCCCC4)cc2)CC1,O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1,369.46949,0,,yes,yes,0,0,0,AD,O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1,CC1CCC2CC(CCCCCC3CCCC3C3CCCCC3)CCC2C1,0,0,0
CHEMBL8,DB00537,C(=O)(C1C(=O)c2c(N(C=1)C3CC3)cc(c(F)c2)N4CCNCC4)O,C(=O)(C1C(=O)c2c(N(C=1)C3CC3)cc(c(F)c2)N4CCNCC4)O,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,331.34886,0,,yes,yes,0,0,0,AD,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,CC(C)C1CC(C2CC2)C2CC(C3CCCCC3)C(C)CC2C1C,0,0,0
CHEMBL80,DB01183,O=C1[C@H]2[C@]34c5c(c(O)ccc5C[C@H]([C@]3(O)CC1)N(CC=C)CC4)O2,O=C1C2C34c5c(c(O)ccc5CC(C3(O)CC1)N(CC=C)CC4)O2,C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,327.38257,0,,yes,yes,0,0,0,AD,C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,CCCC1CCC23C4CC5C(C)CCC(CC1C2(C)CCC4C)C53,0,0,0
CHEMBL802,DB00350,c1(nc([n+](c(c1)N)[O-])N)N2CCCCC2,c1(nc([n+](c(c1)N)[O-])N)N2CCCCC2,Nc1cc(N2CCCCC2)nc(N)[n+]1[O-],209.25235,0,,yes,yes,0,0,0,AD,Nc1cc(N2CCCCC2)nc(N)[n+]1[O-],CC1CC(C2CCCCC2)CC(C)C1C,0,0,0
CHEMBL803,DB00987,O=C1N=C(C=CN1[C@@H]2O[C@@H]([C@@H](O)[C@@H]2O)CO)N,O=C1N=C(C=CN1C2OC(C(O)C2O)CO)N,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1,243.22061,0,,yes,yes,0,0,0,AD,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1,CCC1CC(C2CCC(C)CC2C)C(C)C1C,0,0,0
CHEMBL806,DB00499,C(=O)(C(C)C)Nc1cc(C(F)(F)F)c([N+](=O)[O-])cc1,C(=O)(C(C)C)Nc1cc(C(F)(F)F)c([N+](=O)[O-])cc1,CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,276.21657,0,,yes,yes,0,0,0,AD,CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC(C)C(C)CC1CCC(C(C)C)C(C(C)(C)C)C1,0,0,0
CHEMBL807,DB01043,C12(N)CC3(CC(C1)(CC(C2)C3)C)C,C12(N)CC3(CC(C1)(CC(C2)C3)C)C,CC12CC3CC(C)(C1)CC(N)(C3)C2,179.30727,0,,yes,yes,0,0,0,AD,CC12CC3CC(C)(C1)CC(N)(C3)C2,CC12CC3CC(C)(C1)CC(C)(C3)C2,0,0,0
CHEMBL808,DB01127,O(C(c1c(Cl)cc(Cl)cc1)Cn2cncc2)Cc3ccc(Cl)cc3,O(C(c1c(Cl)cc(Cl)cc1)Cn2cncc2)Cc3ccc(Cl)cc3,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,381.69115,0,,yes,yes,0,0,0,AD,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,CC1CCC(CCC(CC2CCCC2)C2CCC(C)CC2C)CC1,0,0,0
CHEMBL809,DB01104,Clc1c(Cl)ccc(c1)[C@H]2c3c(cccc3)[C@@H](NC)CC2,Clc1c(Cl)ccc(c1)C2c3c(cccc3)C(NC)CC2,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,306.23689,1,LP,yes,yes,0,0,0,AD,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,CCC1CCC(C2CCC(C)C(C)C2)C2CCCCC12,0,0,0
CHEMBL81,DB00481,C(=O)(c1c(-c2ccc(O)cc2)sc3c1ccc(O)c3)c4ccc(OCCN5CCCCC5)cc4,C(=O)(c1c(-c2ccc(O)cc2)sc3c1ccc(O)c3)c4ccc(OCCN5CCCCC5)cc4,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,473.59429,0,,yes,yes,0,0,0,AD,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,CC1CCC(C2CC3CC(C)CCC3C2C(C)C2CCC(CCCC3CCCCC3)CC2)CC1,0,0,0
CHEMBL810,DB00853,C(=O)(c1c2N=NN(C(=O)n2cn1)C)N,C(=O)(c1c2N=NN(C(=O)n2cn1)C)N,Cn1nnc2c(C(N)=O)ncn2c1=O,194.15342,0,,yes,yes,0,0,0,AD,Cn1nnc2c(C(N)=O)ncn2c1=O,CC(C)C1CCC2C(C)C(C)CCC12,0,0,0
CHEMBL813,DB00876,C(/C(=C/c1n(c(nc1)CCCC)Cc2ccc(C(=O)O)cc2)/Cc3sccc3)(=O)O,C(C(=Cc1n(c(nc1)CCCC)Cc2ccc(C(=O)O)cc2)Cc3sccc3)(=O)O,CCCCc1ncc(/C=C(\Cc2cccs2)C(=O)O)n1Cc1ccc(C(=O)O)cc1,424.52158,0,,yes,yes,0,0,0,AD,CCCCc1ncc(/C=C(\Cc2cccs2)C(=O)O)n1Cc1ccc(C(=O)O)cc1,CCCCC1CCC(CC(CC2CCCC2)C(C)C)C1CC1CCC(C(C)C)CC1,0,0,0
CHEMBL814,DB00176,C(=N/OCCN)(\c1ccc(C(F)(F)F)cc1)/CCCCOC,C(=NOCCN)(c1ccc(C(F)(F)F)cc1)CCCCOC,COCCCC/C(=N\OCCN)c1ccc(C(F)(F)F)cc1,318.34127,0,,yes,yes,0,0,0,AD,COCCCC/C(=N\OCCN)c1ccc(C(F)(F)F)cc1,CCCCCCC(CCCCC)C1CCC(C(C)(C)C)CC1,0,0,0
CHEMBL81421,DB14001,C(=O)(Oc1c(c2c(c(c1C)C)O[C@](CCC[C@@H](CCC[C@@H](CCCC(C)C)C)C)(CC2)C)C)CCC(=O)O,C(=O)(Oc1c(c2c(c(c1C)C)OC(CCCC(CCCC(CCCC(C)C)C)C)(CC2)C)C)CCC(=O)O,[H][C@@](C)(CCCC(C)C)CCC[C@@]([H])(C)CCC[C@]1(C)CCC2=C(C)C(OC(=O)CCC(O)=O)=C(C)C(C)=C2O1,530.79368,2,Mw; LP,yes,yes,0,,0,AD,Cc1c(C)c2c(c(C)c1OC(=O)CCC(=O)O)CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O2,CC(C)CCCC(C)CCCC(C)CCCC1(C)CCC2C(C)C(CC(C)CCC(C)C)C(C)C(C)C2C1,0,0,0
CHEMBL817,DB00839,C(=O)(NS(=O)(=O)c1ccc(cc1)C)NN2CCCCCC2,C(=O)(NS(=O)(=O)c1ccc(cc1)C)NN2CCCCCC2,Cc1ccc(S(=O)(=O)NC(=O)NN2CCCCCC2)cc1,311.40507,0,,yes,yes,0,0,0,AD,Cc1ccc(S(=O)(=O)NC(=O)NN2CCCCCC2)cc1,CC1CCC(C(C)(C)CC(C)CC2CCCCCC2)CC1,0,0,0
CHEMBL818,DB06704,C(=NCc1cc(I)ccc1)(N)N,C(=NCc1cc(I)ccc1)(N)N,N=C(N)NCc1cccc(I)c1,275.0926,0,,yes,yes,0,0,0,AD,N=C(N)NCc1cccc(I)c1,CC(C)CCC1CCCC(C)C1,0,0,0
