,chembl_id,drugbank_id,canonical_smiles_ap,canonical_smiles_ap_nonstereo,orginal_smiles,mw_ap,rule_of_5,rule_of_5_label,in_drugbank,in_chembl,wd_drugbank,wd_chembl,wd_withdrawn,drugbank_three_class,sum,wd_consensus_1,wd_consensus_2,wd_consensus_3,standardized_smiles,scaffolds,test_train
1627,CHEMBL419,DB06795,O=S(=O)(c1ccc(cc1)CN)N,O=S(=O)(c1ccc(cc1)CN)N,NCc1ccc(S(N)(=O)=O)cc1,186.2336,0,,yes,yes,0,0.0,,AD,0,0,0,0,NCc1ccc(S(N)(=O)=O)cc1,CCC1CCC(C(C)(C)C)CC1,train
1630,CHEMBL421,DB00795,C(=O)(c1c(O)ccc(/N=N/c2ccc(S(=O)(=O)Nc3ncccc3)cc2)c1)O,C(=O)(c1c(O)ccc(N=Nc2ccc(S(=O)(=O)Nc3ncccc3)cc2)c1)O,O=C(O)c1cc(/N=N/c2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O,398.39918,0,,yes,yes,0,0.0,,AD,0,0,0,0,O=C(O)c1cc(N=Nc2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O,CC(C)C1CC(CCC2CCC(C(C)(C)CC3CCCCC3)CC2)CCC1C,train
1668,CHEMBL439,DB00359,O=S(=O)(c1ccc(cc1)N)Nc2ncccn2,O=S(=O)(c1ccc(cc1)N)Nc2ncccn2,Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,250.2803,0,,yes,yes,0,0.0,,AD,0,0,0,0,Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,CC1CCC(C(C)(C)CC2CCCCC2)CC1,train
1659,CHEMBL431,DB01348,C(=O)(OCC)[C@@H](N[C@H](C(=O)N1[C@H](C(=O)O)CC2(SCCS2)C1)C)CCc3ccccc3,C(=O)(OCC)C(NC(C(=O)N1C(C(=O)O)CC2(SCCS2)C1)C)CCc3ccccc3,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CC2(C[C@H]1C(=O)O)SCCS2,466.6217,0,,yes,yes,0,0.0,,AD,0,0,0,0,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1CC2(CC1C(=O)O)SCCS2,CCCC(C)C(CCC1CCCCC1)CC(C)C(C)C1CC2(CCCC2)CC1C(C)C,train
1652,CHEMBL4297654,DB13100,C(=N)(NC(=N)N)N,C(=N)(NC(=N)N)N,NC(=N)NC(N)=N,101.11149,1,Hb,yes,yes,0,,,AD,0,0,0,0,N=C(N)NC(=N)N,CC(C)CC(C)C,train
1654,CHEMBL429910,DB06292,O(c1ccc(cc1)Cc2c(Cl)ccc(c2)[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO)CC,O(c1ccc(cc1)Cc2c(Cl)ccc(c2)C3OC(C(O)C(O)C3O)CO)CC,CCOc1ccc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)cc1,408.88175,0,,yes,yes,0,0.0,,AD,0,0,0,0,CCOc1ccc(Cc2cc(C3OC(CO)C(O)C(O)C3O)ccc2Cl)cc1,CCCC1CCC(CC2CC(C3CC(CC)C(C)C(C)C3C)CCC2C)CC1,train
1655,CHEMBL43,DB00276,O=S(=O)(Nc1cc(OC)c(Nc2c3c(nc4c2cccc4)cccc3)cc1)C,O=S(=O)(Nc1cc(OC)c(Nc2c3c(nc4c2cccc4)cccc3)cc1)C,COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2ccccc12,393.46682999999996,0,,yes,yes,0,0.0,,AD,0,0,0,0,COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2ccccc12,CCC1CC(CC(C)(C)C)CCC1CC1C2CCCCC2CC2CCCCC21,train
1656,CHEMBL430,DB01155,C(=O)(C1C(=O)c2c(nc(c(F)c2)N3C/C(=N\OC)/C(CN)C3)N(C=1)C4CC4)O,C(=O)(C1C(=O)c2c(nc(c(F)c2)N3CC(=NOC)C(CN)C3)N(C=1)C4CC4)O,CO/N=C1\CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1CN,389.3887,0,,yes,yes,0,0.0,,AD,0,0,0,0,CON=C1CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1CN,CCCC1CC(C2CC3C(C4CC4)CC(C(C)C)C(C)C3CC2C)CC1CC,train
1657,CHEMBL43064,DB00568,c1(C=CCN2CCN(C(c3ccccc3)c4ccccc4)CC2)ccccc1,c1(C=CCN2CCN(C(c3ccccc3)c4ccccc4)CC2)ccccc1,C(=C/c1ccccc1)\CN1CCN(C(c2ccccc2)c2ccccc2)CC1,368.52516,1,LP,yes,yes,0,0.0,,AD,0,0,0,0,C(=Cc1ccccc1)CN1CCN(C(c2ccccc2)c2ccccc2)CC1,C1CCC(CCCC2CCC(C(C3CCCCC3)C3CCCCC3)CC2)CC1,train
1658,CHEMBL43068,DB00161,C(=O)([C@H](C(C)C)N)O,C(=O)(C(C(C)C)N)O,CC(C)[C@H](N)C(O)=O,117.14867,0,,yes,yes,0,,,AD,0,0,0,0,CC(C)C(N)C(=O)O,CC(C)C(C)C(C)C,train
1660,CHEMBL431770,DB11757,O=C1c2c(nc(n2C)/C=C/c3cc(OC)c(OC)cc3)N(C(=O)N1CC)CC,O=C1c2c(nc(n2C)C=Cc3cc(OC)c(OC)cc3)N(C(=O)N1CC)CC,CCn1c(=O)c2c(nc(/C=C/c3ccc(OC)c(OC)c3)n2C)n(CC)c1=O,384.43768,0,,yes,yes,0,0.0,,AD,0,0,0,0,CCn1c(=O)c2c(nc(C=Cc3ccc(OC)c(OC)c3)n2C)n(CC)c1=O,CCC1CCC(CCC2CC3C(CC)C(C)C(CC)C(C)C3C2C)CC1CC,train
1650,CHEMBL4297597,DB15822,C(=O)(C1(OC)CCC(c2nc(Nc3n[nH]c(c3)C)cc(n2)C)CC1)N[C@H](c4cnc(-n5ncc(F)c5)cc4)C,C(=O)(C1(OC)CCC(c2nc(Nc3n[nH]c(c3)C)cc(n2)C)CC1)NC(c4cnc(-n5ncc(F)c5)cc4)C,CO[C@]1(CC[C@@H](CC1)C1=NC(NC2=NNC(C)=C2)=CC(C)=N1)C(=O)N[C@@H](C)C1=CC=C(N=C1)N1C=C(F)C=N1,533.61224,2,Mw; NO,yes,yes,0,,,AD,0,0,0,0,COC1(C(=O)NC(C)c2ccc(-n3cc(F)cn3)nc2)CCC(c2nc(C)cc(Nc3cc(C)[nH]n3)n2)CC1,CCC1(C(C)CC(C)C2CCC(C3CCC(C)C3)CC2)CCC(C2CC(C)CC(CC3CCC(C)C3)C2)CC1,train
1661,CHEMBL433,DB13910,C(=O)([O-])C(CCC)CCC,C(=O)([O-])C(CCC)CCC,[Bi+3].CCCC(CCC)C([O-])=O.CCCC(CCC)C([O-])=O.CCCC(CCC)C([O-])=O,143.20715,0,,yes,yes,0,,,AD,0,0,0,0,CCCC(CCC)C(=O)O,CCCC(CCC)C(C)C,train
1662,CHEMBL434,DB01064,c1(c(O)ccc(C(O)CNC(C)C)c1)O,c1(c(O)ccc(C(O)CNC(C)C)c1)O,CC(C)NCC(O)c1ccc(O)c(O)c1,211.26248999999999,0,,yes,yes,0,0.0,,AD,0,0,0,0,CC(C)NCC(O)c1ccc(O)c(O)c1,CC(C)CCC(C)C1CCC(C)C(C)C1,train
1663,CHEMBL434394,DB04861,Fc1cc2c(OC(C(O)CNCC(O)C3Oc4c(cc(F)cc4)CC3)CC2)cc1,Fc1cc2c(OC(C(O)CNCC(O)C3Oc4c(cc(F)cc4)CC3)CC2)cc1,OC(CNCC(O)C1CCc2cc(F)ccc2O1)C1CCc2cc(F)ccc2O1,405.44455,0,,yes,yes,0,0.0,,AD,0,0,0,0,OC(CNCC(O)C1CCc2cc(F)ccc2O1)C1CCc2cc(F)ccc2O1,CC1CCC2CC(C(C)CCCC(C)C3CCC4CC(C)CCC4C3)CCC2C1,train
1664,CHEMBL43452,DB08910,O=C1c2c(C(=O)N1C3C(=O)NC(=O)CC3)cccc2N,O=C1c2c(C(=O)N1C3C(=O)NC(=O)CC3)cccc2N,Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,273.24967000000004,0,,yes,yes,0,0.0,,AD,0,0,0,0,Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,CC1CCC(C2C(C)C3CCCC(C)C3C2C)C(C)C1,train
1665,CHEMBL435,DB00999,O=S(=O)(c1c(Cl)cc2c(S(=O)(=O)NCN2)c1)N,O=S(=O)(c1c(Cl)cc2c(S(=O)(=O)NCN2)c1)N,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,297.74016,0,,yes,yes,0,0.0,,AD,0,0,0,0,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,CC1CC2CCCC(C)(C)C2CC1C(C)(C)C,train
1666,CHEMBL437765,DB11753,C(=O)(O[C@@H]1[C@@H]([C@@H](OC)/C=C/O[C@@]2(C(=O)c3c4c(c(c(c3O2)C)O)c(c(cc4O)NC(=O)/C(=C\C=C\[C@@H]([C@H](O)[C@H]([C@@H](O)[C@H]1C)C)C)/C)O)C)C)C,C(=O)(OC1C(C(OC)C=COC2(C(=O)c3c4c(c(c(c3O2)C)O)c(c(cc4O)NC(=O)C(=CC=CC(C(O)C(C(O)C1C)C)C)C)O)C)C)C,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(cc(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,697.78479,3,Hb; Mw; NO,yes,yes,0,0.0,,AD,0,0,0,0,COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(cc(O)c4c3C2=O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,CCC1CCCC2(C)CC3C(C)C(C)C4C(C)C(CC(C)C(C)CCCC(C)C(C)C(C)C(C)C(C)C(CC(C)C)C1C)CC(C)C4C3C2C,train
1651,CHEMBL4297620,DB14754,C(=O)(OC[C@@H](Cc1ccccc1)N)N,C(=O)(OCC(Cc1ccccc1)N)N,NC(=O)OC[C@H](N)Cc1ccccc1,194.23478,0,,yes,yes,0,0.0,,AD,0,0,0,0,NC(=O)OCC(N)Cc1ccccc1,CC(C)CCC(C)CC1CCCCC1,train
1648,CHEMBL4297528,DB15305,O=C1N2C(=NC(C3=Nn4c(C(=C3)C)nc(c4)C)=C1)C=CC(N5CC6(NCC5)CC6)=C2,O=C1N2C(=NC(C3=Nn4c(C(=C3)C)nc(c4)C)=C1)C=CC(N5CC6(NCC5)CC6)=C2,Cc1cn2nc(-c3cc(=O)n4cc(N5CCNC6(CC6)C5)ccc4n3)cc(C)c2n1,401.47381,0,,yes,yes,0,0.0,,AD,0,0,0,0,Cc1cn2nc(-c3cc(=O)n4cc(N5CCNC6(CC6)C5)ccc4n3)cc(C)c2n1,CC1CC2CC(C3CC(C)C4CC(C5CCCC6(CC6)C5)CCC4C3)CC(C)C2C1,train
1631,CHEMBL4216467,DB14840,C(=O)(Nc1c(F)cc(Br)c(C2C(=O)N(c3c(C=2)cnc(NC)c3)CC)c1)Nc4ccccc4,C(=O)(Nc1c(F)cc(Br)c(C2C(=O)N(c3c(C=2)cnc(NC)c3)CC)c1)Nc4ccccc4,CCn1c(=O)c(-c2cc(NC(=O)Nc3ccccc3)c(F)cc2Br)cc2cnc(NC)cc21,510.37347,1,Mw,yes,yes,0,0.0,,AD,0,0,0,0,CCn1c(=O)c(-c2cc(NC(=O)Nc3ccccc3)c(F)cc2Br)cc2cnc(NC)cc21,CCC1CCC2CC(C3CC(CC(C)CC4CCCCC4)C(C)CC3C)C(C)C(CC)C2C1,train
1639,CHEMBL428880,DB01003,C(=O)(C1Oc2c(C(=O)C=1)c(OCC(O)COc3c4C(=O)C=C(C(=O)O)Oc4ccc3)ccc2)O,C(=O)(C1Oc2c(C(=O)C=1)c(OCC(O)COc3c4C(=O)C=C(C(=O)O)Oc4ccc3)ccc2)O,O=C(O)c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)O)cc(=O)c34)cccc2o1,468.37622000000005,1,NO,yes,yes,0,0.0,,AD,0,0,0,0,O=C(O)c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)O)cc(=O)c34)cccc2o1,CC(CCC1CCCC2CC(C(C)C)CC(C)C12)CCC1CCCC2CC(C(C)C)CC(C)C12,train
1632,CHEMBL422,DB00831,C(F)(F)(F)c1cc2c(Sc3c(N2CCCN4CCN(CC4)C)cccc3)cc1,C(F)(F)(F)c1cc2c(Sc3c(N2CCCN4CCN(CC4)C)cccc3)cc1,CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,407.50368,0,,yes,yes,0,0.0,,AD,0,0,0,0,CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,CC1CCC(CCCC2C3CCCCC3CC3CCC(C(C)(C)C)CC32)CC1,train
1633,CHEMBL424,DB00936,C(=O)(c1c(O)cccc1)O,C(=O)(c1c(O)cccc1)O,O=C(O)c1ccccc1O,138.12372,0,,yes,yes,0,0.0,,AD,0,0,0,0,C(=O)(c1c(O)cccc1)O,CC1CCC(CCCC2C3CCCCC3CC3CCC(C(C)(C)C)CC32)CC1,train
1634,CHEMBL425,DB01250,C(=O)(c1c(O)ccc(/N=N/c2cc(C(=O)O)c(O)cc2)c1)O,C(=O)(c1c(O)ccc(N=Nc2cc(C(=O)O)c(O)cc2)c1)O,O=C(O)c1cc(/N=N/c2ccc(O)c(C(=O)O)c2)ccc1O,302.2449,0,,yes,yes,0,0.0,,AD,0,0,0,0,O=C(O)c1cc(N=Nc2ccc(O)c(C(=O)O)c2)ccc1O,CC(C)C1CC(CCC2CCC(C)C(C(C)C)C2)CCC1C,train
1635,CHEMBL427,DB00888,N(CCCl)(CCCl)C,N(CCCl)(CCCl)C,CN(CCCl)CCCl,156.05587,0,,yes,yes,0,0.0,,AD,0,0,0,0,CN(CCCl)CCCl,CCCC(C)CCC,train
1636,CHEMBL42710,DB09086,O(c1c(O)ccc(c1)CC=C)C,O(c1c(O)ccc(c1)CC=C)C,COC1=C(O)C=CC(CC=C)=C1,164.20543999999998,0,,yes,yes,0,,,AD,0,0,0,0,C=CCc1ccc(O)c(OC)c1,CCCC1CCC(C)C(CC)C1,train
1637,CHEMBL427216,DB01120,C(=O)(NS(=O)(=O)c1ccc(cc1)C)NN2C[C@H]3[C@@H](C2)CCC3,C(=O)(NS(=O)(=O)c1ccc(cc1)C)NN2CC3C(C2)CCC3,Cc1ccc(S(=O)(=O)NC(=O)NN2CC3CCCC3C2)cc1,323.41617,0,,yes,yes,0,0.0,,AD,0,0,0,0,Cc1ccc(S(=O)(=O)NC(=O)NN2CC3CCCC3C2)cc1,CC1CCC(C(C)(C)CC(C)CC2CC3CCCC3C2)CC1,train
1640,CHEMBL4297065,DB08823,N([C@@H]1[C@H](O[C@@H](O[C@@H]2[C@H](C(=O)C3=C[C@@H]4[C@@H](C=C[C@H]5[C@H]4C[C@H](O[C@@H]6O[C@H]([C@H](OC)[C@@H](OC)[C@H]6OC)C)C5)[C@@H]3CC(=O)O[C@@H](CC)CCC2)C)CC1)C)(C)C,N(C1C(OC(OC2C(C(=O)C3=CC4C(C=CC5C4CC(OC6OC(C(OC)C(OC)C6OC)C)C5)C3CC(=O)OC(CC)CCC2)C)CC1)C)(C)C,CC[C@H]1CCC[C@H](O[C@H]2CC[C@H](N(C)C)[C@@H](C)O2)[C@@H](C)C(=O)C2=C[C@@H]3[C@@H](C=C[C@@H]4C[C@@H](O[C@@H]5O[C@@H](C)[C@H](OC)[C@@H](OC)[C@H]5OC)C[C@@H]34)C2CC(=O)O1.CC[C@H]1CCC[C@H](O[C@H]2CC[C@H](N(C)C)[C@@H](C)O2)[C@@H](C)C(=O)C2=C[C@H]3[C@@H]4C[C@H](O[C@@H]5O[C@@H](C)[C@H](OC)[C@@H](OC)[C@H]5OC)C[C@H]4C(C)=C[C@H]3[C@@H]2CC(=O)O1,731.97385,2,Mw; NO,yes,yes,0,,,AD,0,0,0,0,CCC1CCCC(OC2CCC(N(C)C)C(C)O2)C(C)C(=O)C2=CC3C(C=CC4CC(OC5OC(C)C(OC)C(OC)C5OC)CC43)C2CC(=O)O1,CCC1CCCC(CC2CCC(C(C)C)C(C)C2)C(C)C(C)C2CC3C4CC(CC5CC(C)C(CC)C(CC)C5CC)CC4CCC3C2CC(C)C1,train
1647,CHEMBL4297526,DB12404,C(=O)(OC)CC[C@H]1c2ncc(n2-c3c(C(c4ncccc4)=N1)cc(Br)cc3)C,C(=O)(OC)CCC1c2ncc(n2-c3c(C(c4ncccc4)=N1)cc(Br)cc3)C,COC(=O)CC[C@@H]1N=C(c2ccccn2)c2cc(Br)ccc2-n2c(C)cnc21,439.31913,0,,yes,yes,0,0.0,,AD,0,0,0,0,COC(=O)CCC1N=C(c2ccccn2)c2cc(Br)ccc2-n2c(C)cnc21,CCC(C)CCC1CC(C2CCCCC2)C2CC(C)CCC2C2C(C)CCC12,train
1641,CHEMBL4297185,DB12941,C(#N)c1c(Cl)cc(-c2nn(cc2)C[C@@H](NC(=O)c3n[nH]c(C(O)C)c3)C)cc1,C(#N)c1c(Cl)cc(-c2nn(cc2)CC(NC(=O)c3n[nH]c(C(O)C)c3)C)cc1,CC(O)c1cc(C(=O)N[C@@H](C)Cn2ccc(-c3ccc(C#N)c(Cl)c3)n2)n[nH]1,398.85433,0,,yes,yes,0,0.0,,AD,0,0,0,0,CC(Cn1ccc(-c2ccc(C#N)c(Cl)c2)n1)NC(=O)c1cc(C(C)O)[nH]n1,CCC1CCC(C2CCC(CC(C)CC(C)C3CCC(C(C)C)C3)C2)CC1C,train
1642,CHEMBL4297264,DB12537,c12c(cccc1)NN=CC=C2,c12c(cccc1)NN=CC=C2,N1N=CC=CC2=CC=CC=C12,144.17706,0,,yes,yes,0,,,AD,0,0,0,0,C1=Cc2ccccc2NN=C1,C1CCC2CCCCC2CC1,train
1643,CHEMBL4297503,DB13997,C(=O)(OCOC1C(=O)C=CN2C=1C(=O)N3[C@H](N2[C@H]4c5c(c(F)c(F)cc5)CSc6c4cccc6)COCC3)OC,C(=O)(OCOC1C(=O)C=CN2C=1C(=O)N3C(N2C4c5c(c(F)c(F)cc5)CSc6c4cccc6)COCC3)OC,COC(=O)OCOc1c2n(ccc1=O)N([C@@H]1c3ccccc3SCc3c1ccc(F)c3F)[C@@H]1COCCN1C2=O,571.55971,1,Mw,yes,yes,0,0.0,,AD,0,0,0,0,COC(=O)OCOc1c2n(ccc1=O)N(C1c3ccccc3SCc3c1ccc(F)c3F)C1COCCN1C2=O,CCC(C)CCCC1C(C)CCC2C1C(C)C1CCCCC1C2C1C2CCCCC2CCC2C(C)C(C)CCC21,train
1644,CHEMBL4297512,DB12767,O=C[C@@H]([C@H]([C@H](O[C@@H]1O[C@@H]([C@H](O)[C@H](O)[C@H]1O)CO)CO)O)O,O=CC(C(C(OC1OC(C(O)C(O)C1O)CO)CO)O)O,OC[C@@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)[C@@H](O)C=O,312.2755,1,Hb,yes,yes,0,,,AD,0,0,0,0,O=CC(O)C(O)C(CO)OC1OC(CO)C(O)C(O)C1O,CCC(C)C(C)C(CC)CC1CC(CC)C(C)C(C)C1C,train
1645,CHEMBL4297516,DB12674,C(=O)(Oc1c2c(c3c(c1C)OCO3)[C@H]4N5[C@@H](O)[C@H]6N([C@H](c7c(c(OC)c(cc7C6)C)O)[C@@H]5[C@@H]2SC[C@]8(C(=O)OC4)c9c(c%10c(ccc(OC)c%10)[nH]9)CCN8)C)C,C(=O)(Oc1c2c(c3c(c1C)OCO3)C4N5C(O)C6N(C(c7c(c(OC)c(cc7C6)C)O)C5C2SCC8(C(=O)OC4)c9c(c%10c(ccc(OC)c%10)[nH]9)CCN8)C)C,COc1ccc2[nH]c3c(c2c1)CCN[C@]31CS[C@@H]2c3c(OC(C)=O)c(C)c4c(c3[C@H](COC1=O)N1[C@@H](O)[C@@H]3Cc5cc(C)c(OC)c(O)c5[C@H]([C@H]21)N3C)OCO4,784.89058,2,Mw; NO,yes,yes,0,0.0,,AD,0,0,0,0,COc1ccc2[nH]c3c(c2c1)CCNC31CSC2c3c(OC(C)=O)c(C)c4c(c3C(COC1=O)N1C(O)C3Cc5cc(C)c(OC)c(O)c5C(C21)N3C)OCO4,CCC1CCC2CC3C(CCCC34CCC3C5C(CC(C)C)C(C)C6CCCC6C5C(CCC4C)C4C(C)C5CC6CC(C)C(CC)C(C)C6C(C5C)C34)C2C1,train
1646,CHEMBL4297522,DB15102,O=C1N(c2c(F)c(OC)cc(OC)c2F)Cc3c(c4c(nc3)[nH]c(c4)CN5CCOCC5)N1CC,O=C1N(c2c(F)c(OC)cc(OC)c2F)Cc3c(c4c(nc3)[nH]c(c4)CN5CCOCC5)N1CC,CCN1C(=O)N(c2c(F)c(OC)cc(OC)c2F)Cc2cnc3[nH]c(CN4CCOCC4)cc3c21,487.50949,0,,yes,yes,0,0.0,,AD,0,0,0,0,CCN1C(=O)N(c2c(F)c(OC)cc(OC)c2F)Cc2cnc3[nH]c(CN4CCOCC4)cc3c21,CCC1CC(CC)C(C)C(C2CC3CCC4CC(CC5CCCCC5)CC4C3C(CC)C2C)C1C,train
1588,CHEMBL3989866,DB11799,C(=O)(C1C(=O)C(=C2C(=O)N3[C@H](O[C@H]4C[C@@H]3CC4)CN2C=1)O)NCc5c(F)cc(F)cc5F,C(=O)(C1C(=O)C(=C2C(=O)N3C(OC4CC3CC4)CN2C=1)O)NCc5c(F)cc(F)cc5F,O=C(NCc1c(F)cc(F)cc1F)c1cn2c(c(O)c1=O)C(=O)N1[C@H]3CC[C@H](C3)O[C@@H]1C2,449.38885999999997,0,,yes,yes,0,0.0,,AD,0,0,0,0,O=C(NCc1c(F)cc(F)cc1F)c1cn2c(c(O)c1=O)C(=O)N1C3CCC(C3)OC1C2,CC1CC(C)C(CCC(C)C2CC3CC4CC5CCC(C5)C4C(C)C3C(C)C2C)C(C)C1,train
1585,CHEMBL3989529,DB06689,C(=O)(O)CCCCCCC/C=C\CCCCCCCC,C(=O)(O)CCCCCCCC=CCCCCCCCC,CCCCCCCC/C=C\CCCCCCCC(=O)O.NCCO,282.46958,1,LP,yes,yes,0,0.0,,AD,0,0,0,0,C(=O)(O)CCCCCCCC=CCCCCCCCC,CC(C)CCC1CCCC([123CH3])C1,train
1584,CHEMBL3989523,DB09546,C(=N)(NCc1cc([123I])ccc1)N,C(=N)(NCc1cc([123I])ccc1)N,OS(O)(=O)=O.NC(=N)NCC1=CC([123I])=CC=C1.NC(=N)NCC1=CC([123I])=CC=C1,271.1886,0,,yes,yes,0,0.0,,AD,0,0,0,0,N=C(N)NCc1cccc([123I])c1,CC(C)CCC1CCCC([123CH3])C1,train
1530,CHEMBL354541,DB08827,C(=O)(c1c(-c2ccc(C(F)(F)F)cc2)cccc1)NC3CCN(CCCCC4(C(=O)NCC(F)(F)F)c5c(-c6c4cccc6)cccc5)CC3,C(=O)(c1c(-c2ccc(C(F)(F)F)cc2)cccc1)NC3CCN(CCCCC4(C(=O)NCC(F)(F)F)c5c(-c6c4cccc6)cccc5)CC3,O=C(NC1CCN(CCCCC2(C(=O)NCC(F)(F)F)c3ccccc3-c3ccccc32)CC1)c1ccccc1-c1ccc(C(F)(F)F)cc1,693.7370900000001,2,Mw; LP,yes,yes,0,0.0,,AD,0,0,0,0,O=C(NC1CCN(CCCCC2(C(=O)NCC(F)(F)F)c3ccccc3-c3ccccc32)CC1)c1ccccc1-c1ccc(C(F)(F)F)cc1,CC(CC1CCC(CCCCC2(C(C)CCC(C)(C)C)C3CCCCC3C3CCCCC32)CC1)C1CCCCC1C1CCC(C(C)(C)C)CC1,train
1523,CHEMBL3545185,DB11942,C(=O)(/C=C\n1nc(-c2cc(C(F)(F)F)cc(C(F)(F)F)c2)nc1)NNc3nccnc3,C(=O)(C=Cn1nc(-c2cc(C(F)(F)F)cc(C(F)(F)F)c2)nc1)NNc3nccnc3,O=C(/C=C\n1cnc(-c2cc(C(F)(F)F)cc(C(F)(F)F)c2)n1)NNc1cnccn1,443.31307000000004,0,,yes,yes,0,0.0,,AD,0,0,0,0,O=C(C=Cn1cnc(-c2cc(C(F)(F)F)cc(C(F)(F)F)c2)n1)NNc1cnccn1,CC(CCC1CCCCC1)CCC1CCC(C2CC(C(C)(C)C)CC(C(C)(C)C)C2)C1,train
1524,CHEMBL3545253,DB14914,[18F]c1ncc(-c2cc3c(c4c(ccnc4)[nH]3)cc2)cc1,[18F]c1ncc(-c2cc3c(c4c(ccnc4)[nH]3)cc2)cc1,[18F]C1=CC=C(C=N1)C1=CC=C2C(NC3=C2C=NC=C3)=C1,262.2774,0,,yes,yes,0,0.0,,AD,0,0,0,0,[18F]c1ccc(-c2ccc3c(c2)[nH]c2ccncc23)cn1,[18CH3]C1CCC(C2CCC3C(C2)CC2CCCCC23)CC1,train
1525,CHEMBL3545311,DB12267,O=P(c1c(Nc2c(Cl)cnc(n2)Nc3c(OC)cc(N4CCC(N5CCN(CC5)C)CC4)cc3)cccc1)(C)C,O=P(c1c(Nc2c(Cl)cnc(n2)Nc3c(OC)cc(N4CCC(N5CCN(CC5)C)CC4)cc3)cccc1)(C)C,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2P(C)(C)=O)n1,584.10523,1,Mw,yes,yes,0,0.0,,AD,0,0,0,0,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2P(C)(C)=O)n1,CCC1CC(C2CCC(C3CCC(C)CC3)CC2)CCC1CC1CCC(C)C(CC2CCCCC2C(C)(C)C)C1,train
1527,CHEMBL3545363,DB13879,C(=O)([C@]1(NC(=O)[C@H]2N3C(=O)[C@H](C(C)(C)C)NC(=O)O[C@H]4[C@H](OC/C=C/C(F)(F)c5c(nc6c(n5)cccc6)O[C@@H](C3)C2)CCC4)[C@H](C(F)F)C1)NS(=O)(=O)C7(CC7)C,C(=O)(C1(NC(=O)C2N3C(=O)C(C(C)(C)C)NC(=O)OC4C(OCC=CC(F)(F)c5c(nc6c(n5)cccc6)OC(C3)C2)CCC4)C(C(F)F)C1)NS(=O)(=O)C7(CC7)C,CC(C)(C)[C@@H]1NC(=O)O[C@@H]2CCC[C@H]2OC/C=C/C(F)(F)c2nc3ccccc3nc2O[C@@H]2C[C@@H](C(=O)N[C@]3(C(=O)NS(=O)(=O)C4(C)CC4)C[C@H]3C(F)F)N(C2)C1=O,838.88082,2,Mw; NO,yes,yes,0,0.0,,AD,0,0,0,0,CC(C)(C)C1NC(=O)OC2CCCC2OCC=CC(F)(F)c2nc3ccccc3nc2OC2CC(C(=O)NC3(C(=O)NS(=O)(=O)C4(C)CC4)CC3C(F)F)N(C2)C1=O,CC1CC2CCCC2CCCCC(C)(C)C2CC3CCCCC3CC2CC2CC(C(C)CC3(C(C)CC(C)(C)C4(C)CC4)CC3C(C)C)C(C2)C(C)C(C(C)(C)C)C1,train
